id,line,outcome,confidence,misfiled,layer,document,section,lots,field,states,zones,figure,condition,duplicates,fragment,note,text
M0046,330,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.0300.industrial.txt,4.0333,28873,max_height_ft,110.0,GI HI,110,ground-mounted wind energy systems,,Ground-mounted wind energy systems shall not exceed 110 feet in height.,"Same section as L329: 110 ft is the limit for a ground-mounted wind turbine in the industrial districts, an accessory structure, not a building height. GI and HI are industrial zones that do not permit a 4-unit townhouse.",2. Ground-mounted. Ground-mounted wind energy systems shall not exceed 110 feet in height.
M0047,753,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.1100.downtown.txt,4.1135,28873,max_height_ft,10.0,DRL-1 DRL-2,10,"roof-top wind energy systems in DRL-1 and DRL-2, measured above the roof",,not exceed 10 feet above the height of the roof on which the system is installed.,"4.1135.1.a limits a rooftop wind energy system in DRL-1/DRL-2 to the district height limit and to 10 ft above the roof it sits on; it is an accessory-equipment limit that references the building height we already hold (35 ft DRL-1, 50 ft DRL-2 from L426) rather than setting a new one.",not exceed 10 feet above the height of the roof on which the system is installed.
M0048,448,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4.1200,28873,max_height_ft,20.0,,20,ground-mounted solar energy system,,Ground-mounted solar energy systems shall not exceed 20 feet in height.,"This is the height cap on a ground-mounted solar energy system (4.1234 Solar Energy Standards), an accessory installation, not the building. We hold no max_height_ft at all for CNRM/CNTH/CNTM; L457 of the same document refers to 'the district height limit', so one exists elsewhere in 4.1200, but this line is not it.",2. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
M0049,441,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4.1234,28873,max_height_ft,10.0,,10,roof-top solar on a flat or mansard roof,,the solar energy systems on frames shall not exceed 10 feet above the roof height on which the system is installed.,"4.1234.C limits how far a roof-mounted solar panel frame may rise above the roof it sits on (10 ft on flat roofs, 18 in on pitched roofs at L446). It is an accessory-equipment projection limit, not the building's height standard, and it reads as an addition above whatever the district limit is.",not exceed 10 feet above the roof height on which the system is installed.
M0050,458,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4.1235,28873,max_height_ft,10.0,,10,roof-top wind energy system,,Wind energy systems shall not exceed the district height limit in which they are located and shall not exceed 10 feet above the height of the roof on which the system is installed.,"4.1235.C.1 caps a roof-top wind turbine at 10 ft above the roof and at the district height limit; it is equipment, not the building. The sentence does confirm a 'district height limit' exists for the Civic Neighborhood districts, which we hold nothing for (we_hold is empty for CNRM/CNTH/CNTM), but the number is not on this line.",exceed 10 feet above the height of the roof on which the system is installed.
M0050,459,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4.1235,28873,max_height_ft,45.0,,45,ground-mounted wind energy system,,The height of ground-mounted wind energy systems shall not exceed 45 feet as measured,"The 45 ft is the height cap on a free-standing wind turbine (grade to top of system), an accessory structure. It does not govern the townhouse building.",2. Ground-mounted. The height of ground-mounted wind energy systems shall not exceed 45 feet as measured
M0050,460,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4.1235,28873,max_height_ft,45.0,,45,ground-mounted wind energy system; 110 ft with Special Use Review,,from the grade at the base of the equipment to the top of the system. The height limit of 45 feet can be,"Continuation of L459: the same 45 ft wind-turbine cap, restated to say it may be exceeded up to 110 ft with a Special Use Review (L461). Equipment height, not building height.",from the grade at the base of the equipment to the top of the system. The height limit of 45 feet can be
M0051,1090,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/9.0800.parking.txt,9.0861,28873,max_height_ft,6.0,,6,window sill in a parking structure where floor levels prevent a 4 ft sill,,the sill may be raised to allow it to be no more than 2 feet above finished floor up to a maximum sill height of 6 feet above grade.,"9.0861 is the design standard for parking structures (above-ground parking garages); the 6 ft is the maximum height of a required window or wall opening's sill, a facade-transparency rule. Our building parks at grade and this is not a building height in any case.",maximum sill height of 6 feet above grade.
M0052,71,not_here,clear,False,or/multnomah/gresham,or/multnomah/gresham/pws.6.03-6.04.txt,6.04,28873,max_height_ft,3.0,,3,within a Clear Vision Area at a street/alley/driveway intersection,,"No fence, wall, landscaping, sign, structure, or parked vehicle that would impede visibility between a height of 3 feet and 10 feet above the center line grades","PWS 6.04 is the corner sight-triangle rule: 3 ft to 10 ft is the visibility band that must stay clear, not a height limit on the building. It is, however, a placement constraint no field in `standards` holds: on a corner lot no structure, driveway or parking may sit inside the triangle (40 ft legs at street intersections per L112, 25 ft at alleys per L114, and one is formed at every street-and-driveway junction per L69).","wall, landscaping, sign, structure, or parked vehicle that would impede visibility between a height of 3 feet"
M0053,1114,not_here,inferred,False,or/multnomah/troutdale,or/multnomah/troutdale/3.zoning-districts.txt,3.430,5139,min_lot_width_ft,150.0,IP,150,,,Minimum lot width   150 ft.   None   None,"This row belongs to the 3.430 table for the IP / LI / GI industrial districts (header at L1112: 'Land Use IP LI GI'), which do not permit a residential dwelling as a primary use, so a 4-unit townhouse cannot be sited there; we hold nothing for these zones for that reason. The 150 ft applies to IP only; LI and GI say None. If the industrial districts turn out to list dwellings as permitted, this whole table becomes encode.",Minimum lot width 150 ft. None None
M0053,1117,not_here,inferred,False,or/multnomah/troutdale,or/multnomah/troutdale/3.zoning-districts.txt,3.430,5139,setback_front_ft,20.0,IP LI GI,20,,,Front yard setback   20 ft.   20 ft.   20 ft.,"Industrial-district (IP / LI / GI) front setback from the 3.430 table; the building is not a permitted use in these districts, so the figure does not reach it. 20 ft in all three columns.",Front yard setback 20 ft. 20 ft. 20 ft.
M0053,1118,not_here,inferred,False,or/multnomah/troutdale,or/multnomah/troutdale/3.zoning-districts.txt,3.430,5139,setback_side_ft,15.0 | 10.0,IP LI,15,,,Side yard setback   15 ft.   10 ft.   None,"Industrial-district side setback: IP 15 ft, LI 10 ft, GI none (with a 3.430.B.4 cross-reference at L1119). Our building is not a use in IP / LI / GI, so nothing to encode.",Side yard setback 15 ft. 10 ft. None
M0053,1120,not_here,inferred,False,or/multnomah/troutdale,or/multnomah/troutdale/3.zoning-districts.txt,3.430,5139,setback_street_side_ft,15.0 | 10.0,IP LI,15,,,Street side yard setback   15 ft.   10 ft.   None,"Industrial-district street-side setback: IP 15 ft, LI 10 ft, GI none (see 3.430.B.4 at L1121). Not a residential district; the townhouse cannot be placed there.",Street side yard setback 15 ft. 10 ft. None
M0053,1122,not_here,inferred,False,or/multnomah/troutdale,or/multnomah/troutdale/3.zoning-districts.txt,3.430,5139,setback_rear_ft,10.0,IP,10,,,Rear yard setback   10 ft.   None   None,"Industrial-district rear setback: IP 10 ft, LI and GI none (see 3.430.B.4 at L1123). Same table, same reason: no dwelling use in IP / LI / GI.",Rear yard setback 10 ft. None None
M0053,1132,not_here,inferred,False,or/multnomah/troutdale,or/multnomah/troutdale/3.zoning-districts.txt,3.430,5139,max_height_ft,35.0 | 45.0,IP LI,35,,,Maximum Height of the Structure   35 ft.   45 ft.   see 3.430.B.2,"Industrial-district height: IP 35 ft, LI 45 ft, GI deferred to 3.430.B.2. The 35 coincides with what we hold for HDR / LDR / MDR / MU-2 but it is a different table for different districts, so it is not a duplicate; it is simply not a standard on a residential building.",Maximum Height of the Structure 35 ft. 45 ft. see 3.430.B.2
M0054,67,not_here,clear,True,or/multnomah/troutdale,or/multnomah/troutdale/9.parking.txt,9.010,5139,parking_min_per_unit,2000.0,,,off-site parking allowance,,"Required parking spaces may be provided off-site, within two thousand (2,000) feet of","The 2,000 is a walking distance (feet of pedestrian travel) within which required stalls may be located off-site, a relief provision, not a stalls-per-unit ratio; the reader matched a distance to the ratio field. No field in `standards` holds an off-site distance, and the ratio we hold (1 per unit, townhome row L94 / quadplex L92-93) is unaffected.","A. Required parking spaces may be provided off-site, within two thousand (2,000) feet of"
M0055,583,not_here,clear,True,or/multnomah/troutdale,or/multnomah/troutdale/9.parking.txt,9.115,5139,parking_min_per_unit,8.0 | 16.0,,,"compact stalls, up to 35% of required spaces",,The compact size of a parking space shall be eight (8) feet by sixteen (16) feet (one,"8 x 16 are the dimensions of an optional compact stall, not a count per unit; the reader matched stall geometry to the ratio field. The binding stall for a screen that assumes standard stalls is 9 x 18 at L580, and the compact size is an allowance (at most 35% of required stalls, i.e. 1 of our 4). If a stall-dimension field exists and holds nothing for Troutdale, L580 is the line to encode, not this one.",2. The compact size of a parking space shall be eight (8) feet by sixteen (16) feet (one
M0056,186,not_here,inferred,True,or/multnomah/_unincorporated,or/multnomah/_unincorporated/33.100.txt,33.100.200,2855,max_height_ft,1.0,OS,,"1 ft of setback per 1 ft of building height, from all property lines",,from all property lines a minimum of 1 foot for each foot of building height.,"The sentence is a setback rule (a per-height-ft setback from every property line), not a height limit; the field it belongs to is the setbacks, in a per_height_ft form. Chapter 33.100 is the Open Space zone and 33.100.200's uses are recreational and institutional (playgrounds, sports fields, schools), so a fourplex is not a use this standard reaches; nothing to encode.",from all property lines a minimum of 1 foot for each foot of building height.
M0057,2105,not_here,clear,False,or/multnomah/_unincorporated,or/multnomah/_unincorporated/33.110.txt,33.110.280,2855,max_height_ft,4.0,R10 R20 R5 R7 RF,4,"retaining walls, measured from the bottom of the footing",,Retaining walls are limited to 4 feet in height measured from the bottom of the footing,"This is the height cap on a retaining wall in the street-facing area regulated by 33.110.280, not the building height; the 30 ft building height we hold for these zones from L435/L454 is untouched. A wall's height is a different thing.",1. Retaining walls are limited to 4 feet in height measured from the bottom of the
M0058,1551,not_here,clear,False,or/multnomah/_unincorporated,or/multnomah/_unincorporated/39.cfu.txt,39.4110,2855,max_height_ft,2.0,CFU,2,vegetation inside the primary fire safety zone,,other vegetation should be kept less than 2 feet in height.,"The 2 feet is how tall vegetation may be kept within the 30 ft primary fire safety zone around a dwelling (MCC 39.4110 fire safety standards), not a building height. CFU is the Commercial Forest Use zone; the whole section is single-dwelling forest-zone fire-safety siting, not a standard on a fourplex.",than 2 feet in height.
M0059,4,encode,inferred,False,or/multnomah/_unincorporated,or/multnomah/_unincorporated/39.lr-10.txt,39.4868,2855,min_lot_sqft,10000.0,LR10,10000,stated in the purpose clause 'for one dwelling'; confirm in the LR-10 dimensional-requirements section and the LR general provisions (MCC 39.4778-39.4786) for any middle-housing lot minimum,,"Urban Low Density Residential Base zone with a minimum lot size of 10,000 square feet for one dwelling.","We hold no minimum lot area at all for LR10, and 10,000 sq ft appears nowhere in what this jurisdiction holds for the field (the held values are the Title 33 R-zone and rural-acreage figures). The zone's lot minimum is 10,000 sq ft. This line is the purpose statement, so cite the operative dimensional section once it is read; if the LR general provisions set a different minimum for a fourplex, that number governs instead, but 10,000 is the zone's floor and should not be left empty.","lot size of 10,000 square feet for one dwelling."
M0060,59,encode,clear,False,or/multnomah/fairview,or/multnomah/fairview/19.130.txt,19.130.040,2456,max_height_ft,55.0 | 70.0,VO,55,"tower elements may reach 70 ft (an architectural-element allowance, not the building cap)",,Buildings within this zone may not exceed 55 feet in height and tower elements shall not exceed 70 feet.,"We hold no building height for VO and this is the zone's plain height standard: 55 ft for buildings. The 70 ft applies only to tower elements and should not be written as the building height. L61 also states there are no setbacks in VO, which is worth checking against what we hold for the VO setbacks. If VO's use table excludes multi-unit residential the zone is moot for our building, but this passage does not say so and the height figure is the zone's regardless.",A. Height. Buildings within this zone may not exceed 55 feet in height and tower elements shall not exceed 70 feet.
M0061,102,not_here,inferred,False,or/multnomah/fairview,or/multnomah/fairview/19.80.txt,19.80.040,2456,max_coverage_pct,85.0,LI,85,counts buildings plus impervious (paved) surfaces and accessory structures,,The maximum allowable lot coverage in the light industrial district is 85 percent.,"Two reasons. It is the light industrial district's standard, and a fourplex is not an industrial use. And the 85 percent is computed over buildings AND paved surfaces, so it is an impervious-coverage cap, not the building-coverage standard the field describes; writing it into max_coverage_pct would mis-state the denominator even in a zone we screen.",The maximum allowable lot coverage in the light industrial district is 85 percent. The maximum allowable lot coverage is computed by calculating the total area covered by buildings and impervious (pav
M0062,137,not_here,inferred,False,or/multnomah/fairview,or/multnomah/fairview/19.85.txt,19.85.040,2456,max_coverage_pct,85.0,GI,85,counts buildings plus impervious (paved) surfaces and accessory structures,,The maximum allowable lot coverage in the general industrial district is 85 percent.,"Same shape as LI 19.80.040: the general industrial district's coverage cap, and one that counts paved surfaces with buildings. An industrial district's standard on a use that is not ours, and a different standard (impervious, not building coverage) besides.",The maximum allowable lot coverage in the general industrial district is 85 percent. The maximum allowable lot coverage is computed by calculating the total area covered by buildings and impervious (p
M0063,210,not_here,inferred,False,or/clackamas/_unincorporated,or/clackamas/_unincorporated/zdo.1012.txt,1012.07,0,min_lot_sqft,43560.0,,43560,"base-density calculation step (gross site area divided by 1 acre per dwelling unit), rounded per subdivision/partition size",,"Divide GSA by the minimum lot area per dwelling unit of 43,560 square feet. The result is base density.","This is a step in a land-division density calculation (gross site area, base density, rounding rules for a subdivision or partition of 10 lots or fewer), a different stage from siting a fourplex on a lot. The 1 acre per dwelling unit cannot be the minimum lot for R5-R30 or VR45/VR57, whose lot minimums run 5,000-30,000 sq ft and for which we hold the 7,000 sq ft fourplex figure from ZDO 845; 1012.07 must be computing density for some other, larger-lot zone not named in this passage.","2 Divide GSA by the minimum lot area per dwelling unit of 43,560 square feet. The result is base density."
M0064,1085,not_here,clear,False,or/clackamas/milwaukie,or/clackamas/milwaukie/19.200.definitions.txt,19.202.3,0,max_height_ft,4.5,,4.5,,,"Existing trees are measured at a height 4.5 ft above the mean ground level at the base of the tree, also sometimes referred to as ""diameter at breast height.""","A definition of how a tree's trunk diameter is measured (DBH at 4.5 ft). The 4.5 ft is a measuring point on a tree, not a building height or any standard on our building.","Existing trees are measured at a height 4.5 ft above the mean ground level at the base of the tree, also sometimes referred to as ""diameter at breast height."" Trees on slopes are measured from the gro"
M0065,2800,not_here,clear,False,or/clackamas/milwaukie,or/clackamas/milwaukie/19.500.supplementary.txt,19.507.3,0,max_height_ft,3.0,,3,,,"The sign shall not exceed 4 sq ft in area, shall not be illuminated, shall not exceed 3 ft in height","Height limit for a home-occupation sign (19.507.3 Permitted Signage). A sign, not a building; no standard on our building.","Only one sign is permitted on any property with an approved home occupation. The sign shall not exceed 4 sq ft in area, shall not be illuminated, shall not exceed 3 ft in height, and shall not be loca"
M0066,3542,not_here,clear,False,or/clackamas/oregon-city,or/clackamas/oregon-city/17.zoning.txt,17.04.1340,0,max_height_ft,4.5,,4.5,,,a height 4.5 feet above the ground level at the base of the,"Definition (17.04.1340) of where a mature tree's trunk diameter is measured: 4.5 ft above ground. A tree-measurement point, not a building height.",a height 4.5 feet above the ground level at the base of the
M0067,6734,not_here,inferred,False,or/clackamas/oregon-city,or/clackamas/oregon-city/17.zoning.txt,17.24.050,0,min_density_du_per_acre,17.4,,17.4,ground-floor residential uses in a commercial/mixed-use district,,"Ground-floor residential uses shall achieve a minimum net density of 17.4 units per acre, with no maximum net density.","Section 17.24.050 sits in a commercial district chapter (the surrounding lines cap ground-floor residential at 50% of the ground-floor nonresidential square footage), well past the R-zone chapters at L4122-L4378. The 17.4 du/acre floor governs residential uses in that commercial zone, not the R-10/R-8/R-6/R-5/R-3.5 zones this encoding reaches; if Oregon City's commercial zones are ever encoded, this is their ground-floor residential density floor.","minimum net density of 17.4 units per acre, with no maximum"
M0068,168,not_here,clear,False,or/clackamas/west-linn,or/clackamas/west-linn/25.willamette-historic.txt,25.040,0,max_height_ft,10.0,,10,,,"Construction of accessory structures under 120 square feet and 10 feet in height (greenhouses, storage sheds, jacuzzis, spas, structures, gazebos, etc.) in a side or rear yard.","An exemption from Willamette Historic District design review for small accessory structures (sheds, gazebos) under 10 ft. An accessory structure and a procedure threshold, not a building height limit on our building.","16. Accessory structures. Construction of accessory structures under 120 square feet and 10 feet in height (greenhouses, storage sheds, jacuzzis, spas, structures, gazebos, etc.) in a side or rear yar"
M0069,158,not_here,clear,False,or/clackamas/west-linn,or/clackamas/west-linn/46.parking.txt,46.090,0,parking_min_per_unit,20.0,,20,,,"For office, industrial, and public uses where there are more than 20 parking spaces for employees on the site","A carpool-reservation rule for office, industrial and public uses; the 20 is a threshold count of employee stalls, not a per-unit residential parking ratio. Commercial/industrial use, not our building.","B. For office, industrial, and public uses where there are more than 20 parking spaces for employees on the site, at least 10 percent of the employee parking spaces shall be reserved for carpool use b"
M0070,13956,not_here,clear,False,or/clackamas/wilsonville,or/clackamas/wilsonville/4.planning.txt,4.156.05,0,max_height_ft,30.0,,30,,,One site may have up to two exempt flags; no exempt flag may be more than 30 feet in height.,"Sign code (4.156.05) height cap on permit-exempt flags/flagpoles. A sign, not a building; no standard on our building.",exempt flag may be more than 30 feet in height.
M0071,14092,not_here,clear,False,or/clackamas/wilsonville,or/clackamas/wilsonville/4.planning.txt,4.156.07,0,min_frontage_ft,200.0,,200,,,additional entrances to the subdivision or development located on a separate street frontage or on the same street frontage located at least 200 feet apart.,"Sign code (4.156.07) spacing rule for additional subdivision/multi-family entrance signs: entrances at least 200 ft apart on one frontage may each get a sign. A sign-spacing distance, not a minimum lot frontage.",same street frontage located at least 200 feet apart.
M0072,16011,not_here,inferred,False,or/clackamas/wilsonville,or/clackamas/wilsonville/4.planning.txt,4.184,0,setback_side_ft,50.0,,50,a 4.184 conditional use with a five-acre minimum land area,,"2. Front, Rear and Side Yard Setbacks: A minimum of 50 feet.","This is the dimensional block of a conditional use, not a residential zone standard: item B sits under a use whose minimum land area is five acres (L16009) and is followed by '(.06) Conditional Use Regulations - Public Utility Structures'. A five-acre use with 50 ft yards on every side is not a 4-unit townhouse; the residential side setbacks we hold (5/7/10/0 at L3037, L7263, L5011) are unaffected.","2. Front, Rear and Side Yard Setbacks: A minimum of 50 feet."
M0073,18817,not_here,clear,False,or/clackamas/wilsonville,or/clackamas/wilsonville/4.planning.txt,4.199,0,max_height_ft,200.0,,200,wireless communication towers,,Towers more than 200 feet in height shall be,"A painting/marking rule for wireless communication facility towers (OSAD and FAA rules apply above 200 ft). The 200 is a threshold on a tower's height, not a building height limit.",compatible with the existing structure. Towers more than 200 feet in height shall be
M0074,18595,not_here,clear,False,or/clackamas/wilsonville,or/clackamas/wilsonville/4.planning.txt,4.801,0,max_height_ft,50.0,,50,wireless facility in the public right-of-way,,the maximum height allowed in the right-of-way is 50 feet.,Height cap for a wireless communication facility / small wireless facility placed in the public right-of-way (Section 4.801 WCF application standards). Not a building on a lot.,maximum height allowed in the right-of-way is 50 feet.
M0075,18844,not_here,clear,False,or/clackamas/wilsonville,or/clackamas/wilsonville/4.planning.txt,4.803,0,max_height_ft,20.0,,20,trees and shrubs near WCF guy wires,,guy wires shall be of a kind that would not exceed 20 feet in height,"A landscaping rule for a wireless facility site: plant species near guy wires must stay under 20 ft so an uprooted tree cannot take the guys down. Plant height, not building height.",guy wires shall be of a kind that would not exceed 20 feet in height and would not affect
M0076,454,not_here,inferred,True,or/clackamas/tualatin,or/clackamas/tualatin/40-41.residential.txt,41.300,0,max_units,10.0,,10,table row: Multi-Family (5 or more units),,10 units per acre,"The row label on L452-L453 is 'Multi-Family (5 or more units)'; a 4-unit attached townhouse is below that threshold. The figure is also a density rate (units per acre), not a dwelling-unit count, so max_units is the wrong field in any case.",10 units per acre
M0076,457,not_here,clear,True,or/clackamas/tualatin,or/clackamas/tualatin/40-41.residential.txt,41.300,0,max_units,12.0,,12,"table row: Manufactured Dwelling Parks, single-wide",,12 units per acre Limited to single-wide dwelling parks,"Density rate for manufactured dwelling parks (single-wide). A different housing type, and a units-per-acre rate rather than a unit count.",12 units per acre Limited to single-wide dwelling parks
M0076,462,not_here,inferred,True,or/clackamas/tualatin,or/clackamas/tualatin/40-41.residential.txt,41.300,0,max_units,15.0,,15,table row: Retirement Housing Facility or Congregate Care Facility,,15 units per acre,"The row label on L460-L461 is 'Retirement Housing Facility, or Congregate Care Facility'. A different use, and a units-per-acre rate rather than a unit count.",15 units per acre
M0076,463,not_here,clear,True,or/clackamas/tualatin,or/clackamas/tualatin/40-41.residential.txt,41.300,0,max_units,15.0,,15,table row: Nursing Facility,,Nursing Facility 15 units per acre,"Density rate for a nursing facility. A different use, and a units-per-acre rate rather than a unit count.",Nursing Facility 15 units per acre
M0076,464,not_here,clear,True,or/clackamas/tualatin,or/clackamas/tualatin/40-41.residential.txt,41.300,0,max_units,15.0,,15,table row: Group Living Uses,,Group Living Uses 15 units per acre,"Density rate for group living uses. A different use, and a units-per-acre rate rather than a unit count.",Group Living Uses 15 units per acre
M0077,487,duplicate,clear,False,or/multnomah/gresham,or/multnomah/gresham/4.0400.corridor.txt,4,28873,min_density_du_per_acre,12.0 | 25.0,CMF,12,middle housing in CMF along the NE Glisan Street and NE 162nd Avenue corridors,CMF#L295,minimum net density for middle housing shall be 12 units per acre,"Footnote 14 restates the 12 units/acre minimum we already hold for CMF from the corridor table (L295, L316-L321), for the Glisan/162nd CMF areas specifically. The same sentence goes on to set a MAXIMUM density (25 for townhouses, 24 for other middle housing), which is a standard we do not hold; that is proposed as encode under line 488.",minimum net density for middle housing shall be 12 units per acre and maximum density shall be 25 units per acre
M0077,488,encode,inferred,False,or/multnomah/gresham,or/multnomah/gresham/4.0400.corridor.txt,4,28873,max_units,24.0,CMF,24,"CMF along the NE Glisan Street and NE 162nd Avenue corridors; 24 units/acre for middle housing other than townhouses (a quadplex on one lot), 25 units/acre for townhouses (unit lots)",,maximum density shall be 25 units per acre for townhouses and 24 units per acre for all other middle housing uses.,"A maximum density on middle housing in CMF that we hold nothing for (max_units is empty). It is a rate, not a count: on a single lot our 4-unit pod is 'other middle housing' at 24 units/acre, so the lot must be at least 4/24 acre (about 7,260 sq ft); as townhouses on unit lots the cap is 25 units/acre (about 6,970 sq ft). A smaller CMF lot along Glisan/162nd screens GREEN today and should not. Footnote 14 also makes single detached dwellings and middle housing in these CMF areas conform to TLDR Tables 4.0130/4.0131 instead of the corridor table, so the CMF height/frontage/setbacks we hold from L295-L373 may not be the ones that apply on those corridors; outside this field, but it needs a ruling.",for townhouses and 24 units per acre for all other middle housing uses.
M0078,299,not_here,inferred,True,or/multnomah/troutdale,or/multnomah/troutdale/8.development-standards.txt,8.060,5139,max_units,200.0,,200,multi-family or mixed-use development containing more than five dwelling units,,the rate of two hundred (200) square feet per dwelling unit,"L297-L298 make this a usable-recreation-area rate (200 sq ft per unit, counted toward the landscaping percentage) for multi-family and mixed-use developments of more than five units. The nearest field would be open space, not max_units, and a 4-unit building is under the five-unit threshold, so nothing to encode.",the rate of two hundred (200) square feet per dwelling unit. Such areas shall be counted
M0079,925,encode,unclear,False,or/multnomah/fairview,or/multnomah/fairview/19.30.txt,19.30.090,2456,open_space_min_pct,10.0,R-10 R-6 R-7.5 R/MH RM RM/TOZ,10,"all multiple-unit developments; common open space, inclusive of required yard setbacks; site area net of required right-of-way and public dedications",,a minimum of 10 percent of the site area shall be designated and permanently reserved as usable common open space in all multiple-unit developments,"We hold no open-space figure for Fairview. This is COMMON open space (10 percent of site area, with required setbacks counting), whereas the field is labelled private open space; the private figures are the 48 sq ft patios/balconies at L929/L931, which are separate. Whether the 10 percent reaches our building turns on Fairview's definition of 'multiple-unit development' / 'multi-unit housing' (3, 4, or 5+ units, and whether middle housing is included), which this passage does not say; the definitions chapter and the applicability clause at the top of 19.30.090 would settle it, and would also say which of these zones it reaches. If it applies, 10 percent inclusive of setbacks rarely binds a small lot, but it is a standard to hold rather than leave as clear land.","1. Common Open Space. Inclusive of required yard setbacks, a minimum of 10 percent of the site area shall be designated and permanently reserved as usable common open space in all multiple-unit develo"
M0080,1649,not_here,clear,True,or/multnomah/portland,or/multnomah/portland/33.120.txt,33.120.255,195708,max_units,5.0 | 20.0,,,,,The circulation system on sites with 5 to 20 units must be at least 4 feet,"This is a pedestrian circulation path minimum WIDTH (4 ft), tiered by how many units the site has; 5 and 20 are the tier bounds, not a cap on dwelling units. Our 4-unit site falls in the 'up to 4 units' tier (L1647-L1648, 3 ft) anyway. No field on the screen holds pedestrian path width.",(2) The circulation system on sites with 5 to 20 units must be at least 4 feet
M0080,1654,not_here,clear,True,or/multnomah/portland,or/multnomah/portland/33.120.txt,33.120.255,195708,max_units,4.0,,,,,Segments of the circulation system that connect only to an entrance providing access to up to 4 units may be 3 feet wide.,"The 4 is the unit-count threshold for a 3 ft pedestrian path segment, not a maximum dwelling-unit count. It is a walkway-width standard (our building would qualify for the 3 ft segment), for which the screen holds no field.",providing access to up to 4 units may be 3 feet wide.
M0081,95,not_here,clear,True,or/multnomah/gresham,or/multnomah/gresham/4.0100.residential.txt,4.0114,28873,max_units,12.1,,,,,"single detached dwellings of 12.1 units per acre, manufactured dwelling parks at a maximum net density of 8.71 units per acre","Both figures are maximum net densities (du/acre, so max_density_du_per_acre, not a unit count) and both govern other housing types: 12.1 is for single detached dwellings, 8.71 for manufactured dwelling parks. The townhouse figure for our building is on L96.","single detached dwellings of 12.1 units per acre, manufactured dwelling parks at a maximum net density of"
M0081,96,encode,unclear,True,or/multnomah/gresham,or/multnomah/gresham/4.0100.residential.txt,4.0114,28873,max_units,8.71 | 25.0,MDR-12,25,townhouses; maximum net density (du/acre),,townhouses at a maximum net density of 25 units per acre,"This is a max_density_du_per_acre figure (25 du/acre for townhouses in MDR-12; four units would need about 6,970 sq ft net), not max_units, and it squarely reaches a 4-unit attached townhouse. Nothing in this item shows MDR-12 holding max_density_du_per_acre. It is the same purpose-statement pattern as M0082, where springwater's table entry (L243,L250-L253) already holds the townhouse figure as a unit_lots exception; if 4.0100's density table already holds 25 for MDR-12 townhouses, downgrade this to a duplicate of that entry. Need: MDR-12's max_density_du_per_acre we_hold entry.","8.71 units per acre, and townhouses at a maximum net density of 25 units per acre . Manufactured dwelling"
M0082,118,duplicate,inferred,True,or/multnomah/gresham,or/multnomah/gresham/4.1500.springwater.txt,4.1504,28873,max_units,3.6 | 14.4,VLDR-SW,14.4,townhouses (held as the unit_lots exception),"VLDR-SW#L243,L250-L253",for Townhouses of 14.4 units per acre,"A density (du/acre), so max_density_du_per_acre rather than max_units. The purpose statement restates the table: VLDR-SW already holds 14.4 as the unit_lots exception cited from L243,L250-L253. The other figure on the line, 3.6 du/acre, governs Single Detached Dwellings, not our building.","Dwellings of 3.6 units per acre, and for Townhouses of 14.4 units per acre. There is no minimum density in this"
M0083,785,not_here,clear,True,or/multnomah/fairview,or/multnomah/fairview/19.30.txt,19.30.060,2456,setback_garage_entrance_ft,20.0,,,,,Garage doors for attached and detached individual garages must not exceed 20 feet in width.,"A maximum garage-door WIDTH, not a setback to the garage entrance, and it sits in the cottage cluster design standards (subsection F, individual garages for cottages). Neither the thing measured nor the housing type is ours; no screen field holds garage door width.",d. Garage doors for attached and detached individual garages must not exceed 20 feet in width.
M0084,680,encode,unclear,False,or/clackamas/happy-valley,or/clackamas/happy-valley/16.22.residential.txt,16.22.040,0,max_height_ft,45.0 | 49.0,MURS,45,"single-family residential building, measured at the front elevation; side and rear elevations may reach 49 ft",,The single-family residential building height maximum is 45 feet at the front elevation; side and rear elevations may not exceed 49 feet.,"For R5 the 45 restates R5#L642,L670 and the 49 is a side/rear relaxation a single max_height cannot hold (45 is the conservative value). For MURS we hold 65 with no condition, but footnote [7] caps a 'single-family residential building' at 45 front / 49 side-rear. The shown height cells carry [6], whose text is the 20% open-space rule (it fits the L671 recreation-area row), so the table markers look shifted by one and [7] most likely governs the height row for both columns. Happy Valley's vocabulary calls townhomes 'single-family attached' (its SFA zone), so a 4-unit attached townhome may be a single-family residential building here, making MURS 45 for our building, not 65. Need: which cell carries [7], and whether a fourplex/attached townhome is 'single-family residential' in 16.22's definitions.",[7] The single-family residential building height maximum is 45 feet at the front elevation; side and rear elevations may not exceed 49 feet.
