id,verdict,flags,layer,zone,row,encoded,read,form,confidence,for_this_zone,alternatives,fragment,note,quote,notes_seen,notes_changing,changes_the_figure,variants_held,unheld_exception,effects
00969,agree,,or/multnomah/fairview,R-10,setback_rear_ft,15,15,feet,clear,True,Cottage clusters: 10 feet,9. Rear Yard Setback | R-10: 15 feet,,or/multnomah/fairview/19.30.txt#L381,1,0,False,0,False,
00970,agree,,or/multnomah/fairview,R-10,setback_street_side_ft,10,10,feet,clear,True,,"11. Street Side Yard (corner) Setback Minimum - R-10 cell (3rd of five district columns): ""10 feet""",,or/multnomah/fairview/19.30.txt#L401,1,0,False,0,False,
00971,agree,,or/multnomah/fairview,R-10,min_lot_sqft,10000,10000,square feet,clear,True,"2,000 (row 1.e Townhouse - but that row prints only three values, so its R-10 cell is not legible)","1. Minimum Lot Size (sq. ft.) / d. Quadplex - R-10: ""10,000""",,or/multnomah/fairview/19.30.txt#L259,1,0,False,0,False,
00972,agree,,or/multnomah/fairview,R-10,min_lot_width_ft,30,30,feet,clear,True,20 feet for townhouses (second line of the same R-10 cell),"5. Minimum Lot Width at Front Property Line - R-10: ""30 feet"" (cell continues ""20 feet for townhouses"")",,or/multnomah/fairview/19.30.txt#L347,1,0,False,0,False,
00973,agree,,or/multnomah/fairview,R-10,max_coverage_pct,50,50,percent,clear,True,"65% (row 16, Maximum Impervious Area Coverage, R-10)","15. Maximum Building Coverage - R-10: ""50%""",,or/multnomah/fairview/19.30.txt#L430,1,0,False,0,False,
00975,agree,,or/multnomah/fairview,R-10,setback_front_max_ft,30,30,feet,clear,True,"10 feet (row 7, Front Yard Setback Minimum, R-10)","8. Front Yard Setback Maximum - R-10: ""30 feet""",,or/multnomah/fairview/19.30.txt#L371,1,0,False,0,False,
00976,agree,,or/multnomah/fairview,RM,min_density_du_per_acre,14,14,units per acre,clear,True,"14 (row 3.c Townhouse, RM) | 3.5 (R-10 column, same row)","3. Minimum Net Density (units/acre) [1] / b. Duplex, Triplex, Quadplex, Cottage Cluster - RM: ""14 (Triplexes and Quadplexes)""",,"or/multnomah/fairview/19.30.txt#L292,L299,L304",1,0,False,0,False,
00977,agree,,or/multnomah/fairview,RM,max_density_du_per_acre,21.8,21.8,units per acre,clear,True,"21.8 (row 4.c Townhouse, RM) | 17.4 (row 4.d Multi-Unit, RM) | None (the R-6/R-7.5/R-10 cells in this row)","4. Maximum Net Density (units/acre) / b. Duplex, Triplex, Quadplex, Cottage Cluster - RM: ""21.8""",,"or/multnomah/fairview/19.30.txt#L317,L324,L329",1,0,False,0,False,
00978,agree,,or/multnomah/fairview,RM,min_building_separation_ft,10,10,feet,clear,True,,"12. Special Yards (distance between primary buildings on the same lot) - RM: ""10 feet""",,or/multnomah/fairview/19.30.txt#L409,1,0,False,0,False,
00979,agree,,or/multnomah/fairview,RM,max_height_ft,45,45,feet,clear,True,4 stories (the storey half of the same cell) | 35 ft. (R-6 / R-7.5 / R-10 / Townhouse Overlay columns),"17. Maximum Building Height - RM: ""4 stories, but not more than 45 ft.""",,"or/multnomah/fairview/19.30.txt#L439,L444",1,0,False,0,False,
00980,agree,,or/multnomah/fairview,RM,max_far,0.7,0.7,ratio (FAR),clear,True,none for Multi-unit (second line of the same RM cell),"14. Maximum Floor Area Ratio (FAR) - RM: ""0.7 to 1"" (cell continues ""Multi-unit none"")",,"or/multnomah/fairview/19.30.txt#L417,L425,L426",1,0,False,0,False,
00982,agree,,or/multnomah/fairview,RM,setback_front_ft,10,10,feet,clear,True,none for residential commercial buildings (same RM cell),"7. Front Yard Setback Minimum - RM: ""10 feet"" (cell continues ""Residential commercial buildings none"")",,or/multnomah/fairview/19.30.txt#L366,1,0,False,0,False,
00983,agree,,or/multnomah/fairview,RM,setback_side_ft,5,5,feet,clear,True,"0 - ""Townhomes No setback on attached side(s)"" (second line of the same RM cell)","10. Interior Side Yard Setback - RM: ""5 feet"" / ""Townhomes No setback on attached side(s)""",,or/multnomah/fairview/19.30.txt#L395,1,0,False,0,False,
00984,agree,,or/multnomah/fairview,RM,setback_rear_ft,15,15,feet,clear,True,10 feet for cottage clusters (the R-6/R-7.5/R-10 cells in this row),"9. Rear Yard Setback - RM: ""15 feet""",,or/multnomah/fairview/19.30.txt#L384,1,0,False,0,False,
00985,agree,,or/multnomah/fairview,RM,setback_street_side_ft,10,10,feet,clear,True,,"11. Street Side Yard (corner) Setback Minimum - RM cell (5th of five district columns): ""10 feet""",,or/multnomah/fairview/19.30.txt#L403,1,0,False,0,False,
00986,agree,,or/multnomah/fairview,RM,min_lot_sqft,2500.0,2500,sq ft per dwelling unit,clear,True,"2,000 per unit (row 1.c Triplex, RM) | 2,500 per unit (row 1.g Multi-Unit, RM)","1. Minimum Lot Size (sq. ft.) / d. Quadplex - RM: ""2,500 per unit""",,or/multnomah/fairview/19.30.txt#L256-L261,1,0,False,0,False,
00987,agree,,or/multnomah/fairview,RM,min_lot_width_ft,60,60,feet,clear,True,20 feet for townhouses (second line of the same RM cell),"5. Minimum Lot Width at Front Property Line - RM: ""60 feet"" (cell continues ""20 feet for townhouses"")",,or/multnomah/fairview/19.30.txt#L350,1,0,False,0,False,
00988,agree,,or/multnomah/fairview,RM,max_coverage_pct,60,60,percent,clear,True,"70% (row 16, Maximum Impervious Area Coverage, RM)","15. Maximum Building Coverage - RM: ""60%""",,or/multnomah/fairview/19.30.txt#L432,1,0,False,0,False,
00990,agree,,or/multnomah/fairview,RM,setback_front_max_ft,30,30,feet,clear,True,10 feet for residential commercial buildings (same RM cell),"8. Front Yard Setback Maximum - RM: ""30 feet"" (cell continues ""Residential commercial buildings 10 feet"")",,or/multnomah/fairview/19.30.txt#L373,1,0,False,0,False,
00991,agree,noted,or/multnomah/fairview,RM/TOZ,max_height_ft,35,35,feet,inferred,True,"45 ft. / 4 stories (RM column, same row) | 2.5 stories (the storey half of the same cell)","17. Maximum Building Height - Townhouse Overlay column (4th of five): ""2.5 stories, but not more than 35 ft.""","The header reads ""Townhouse Overlay""; the string ""RM/TOZ"" appears in no column header, so the column is identified from the zone note rather than from the table itself.","or/multnomah/fairview/19.30.txt#L439,L443",1,0,False,0,False,
00992,agree,noted,or/multnomah/fairview,RM/TOZ,max_far,0.7,0.7,ratio (FAR),inferred,True,0.7 to 1 (RM column - the same value),"14. Maximum Floor Area Ratio (FAR) - Townhouse Overlay column (4th of five): ""0.7 to 1""","The header reads ""Townhouse Overlay""; the string ""RM/TOZ"" appears in no column header, so the column is identified from the zone note rather than from the table itself.","or/multnomah/fairview/19.30.txt#L417,L424",1,0,False,0,False,
01041,agree,,or/multnomah/gresham,LDR-5,max_height_ft,35,35,feet,clear,True,"35 ft.12 (the ""All other uses"" row, LDR-5 - the same figure)","H. Maximum Building Height / Townhouse - LDR-5 (first data column): ""35 ft.12""",,"or/multnomah/gresham/4.0100.residential.txt#L330,L332",12,1,True,0,True,[11] height bonus for affordable housing development (Sec 10.1700)
01042,agree,,or/multnomah/gresham,LDR-5,setback_front_ft,10,10,feet,clear,True,"8 ft. (Front Porch Option column, same row) | 20 ft. (Garage column, same row) | 10 ft.5 (Townhouse row, LDR-5 - the same figure)","Single Detached Dwelling, Duplex, Triplex, and Quadplex / ""LDR-54, LDR-74, TLDR4, and TR4"" - Front Facade/Wall column: ""10 ft.5""",,or/multnomah/gresham/4.0100.residential.txt#L400,7,1,True,0,True,[5] 5 ft minimum (and 25 ft maximum) for plexes/townhouses off the end of a Minor Access Street
01043,agree,,or/multnomah/gresham,LDR-5,setback_garage_entrance_ft,20,20,feet,clear,True,10 ft.5 (Front Facade/Wall column) | 20 ft. (Street Side Garage Access column),"Single Detached Dwelling, Duplex, Triplex, and Quadplex / ""LDR-54, LDR-74, TLDR4, and TR4"" - Garage column: ""20 ft.""",,or/multnomah/gresham/4.0100.residential.txt#L400,7,0,False,0,False,
01044,agree,,or/multnomah/gresham,LDR-5,setback_side_ft,5,5,feet,clear,True,"6 in. on zero / 6 ft. other (Zero Lot Line column, same row) | NA (Common Wall column, same row)","Single Detached Dwelling, Duplex, Triplex, and Quadplex / ""LDR-54, LDR-74, TLDR4, and TR4"" - Interior Side column: ""5 ft.""",,or/multnomah/gresham/4.0100.residential.txt#L400,7,0,False,0,False,
01045,agree,,or/multnomah/gresham,LDR-5,setback_rear_ft,15.0,15,feet,clear,True,"8 ft. (Rear With Alley column, same row)","Single Detached Dwelling, Duplex, Triplex, and Quadplex / ""LDR-54, LDR-74, TLDR4, and TR4"" - Rear No Alley column: ""15 ft.""",,or/multnomah/gresham/4.0100.residential.txt#L400,7,1,True,1,False,"[2] on a double-frontage lot that yard becomes a front yard at 10 ft, unless the frontage is an alley or private accessway"
01047,agree,,or/multnomah/gresham,LDR-5,setback_rear_ft [abuts_alley],8.0,8,feet,clear,True,"15 ft. (Rear No Alley column - the base, no-alley case)","Single Detached Dwelling, Duplex, Triplex, and Quadplex / ""LDR-54, LDR-74, TLDR4, and TR4"" - Rear With Alley column (last): ""8 ft.""",,"or/multnomah/gresham/4.0100.residential.txt#L393-L397,L399-L400",7,0,False,1,False,
01048,agree,,or/multnomah/gresham,LDR-5,setback_street_side_ft,10,10,feet,clear,True,8 ft. (Street Side Porch column) | 20 ft. (Street Side Garage Access column),"Single Detached Dwelling, Duplex, Triplex, and Quadplex / ""LDR-54, LDR-74, TLDR4, and TR4"" - Street Side column: ""10 ft.""",,or/multnomah/gresham/4.0100.residential.txt#L400,7,0,False,0,False,
01049,agree,,or/multnomah/gresham,LDR-5,min_lot_sqft,5000,5000,square feet,clear,True,"None (Townhouse row, LDR-5) | 5,000 sq. ft. (Duplex row, LDR-5 - the same figure)","B. Minimum Lot Size2 / All other uses - LDR-5 (first data column): ""5,000 sq. ft.""",,or/multnomah/gresham/4.0100.residential.txt#L243,12,1,True,1,False,"[2] an existing Lot of Record below 5,000 sq ft may still be developed for any permitted use"
01050,agree,,or/multnomah/gresham,LDR-5,min_density_du_per_acre,6.22,6.22,units per acre,clear,True,"8.71 units per acre (D. Maximum Net Density, All other uses, LDR-5) | 4.35 units per acre (LDR-7 column, same row)","C. Minimum Net Density3 / All uses except Manufactured Dwelling Parks - LDR-5: ""6.22 units per acre4""",,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L244-L246",12,2,True,0,True,"[3] minimum density does not apply to affordable housing development (Sec 10.1700) | [4] min density waived on the partition of parent parcels of 20,000 net sq ft or less in LDR-5"
01051,agree,,or/multnomah/gresham,LDR-5,max_density_du_per_acre [unit_lots],25,25,units per acre,clear,True,"None (Duplex, Triplex, Quadplex, Cottage Cluster row, LDR-5 - the one-lot base) | 8.71 units per acre (All other uses, LDR-5)","D. Maximum Net Density6 / Townhouse - LDR-5: ""25 units per acre""",,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L250,L257",12,1,True,1,False,"[6] a density bonus applies to affordable housing development (Sec 10.1700), raising this ceiling"
01052,agree,,or/multnomah/gresham,LDR-5,min_frontage_ft,35,35,feet,clear,True,"16 ft. (Townhouse row, interior lots, LDR-5) | 40 ft.10 (All other uses, corner lots, LDR-5)","G. Minimum Street Frontage9 / 1. Minimum Street Frontage: Interior lots / All other uses - LDR-5: ""35 ft.""",,or/multnomah/gresham/4.0100.residential.txt#L314,12,1,True,3,False,[9] in LDR-5 a reduction in minimum street frontage may be approved under Sec 10.1520
01053,agree,,or/multnomah/gresham,LDR-5,min_frontage_ft [unit_lots],16,16,feet,clear,True,"35 ft. (All other uses, interior lots, LDR-5 - the non-unit-lot base)","G. Minimum Street Frontage9 / 1. Minimum Street Frontage: Interior lots / Townhouse - LDR-5: ""16 ft.""",,or/multnomah/gresham/4.0100.residential.txt#L313,12,1,True,3,False,[9] in LDR-5 a reduction in minimum street frontage may be approved under Sec 10.1520
01054,agree,,or/multnomah/gresham,LDR-5,min_frontage_ft [corner_lot],40,40,feet,clear,True,"None (Townhouse row, corner lots, LDR-5) | 35 ft. (All other uses, interior lots, LDR-5) | 25 ft. / 32 ft. (the figures table note 10 supplies for this cell)","G. Minimum Street Frontage9 / 2. Minimum Street Frontage: Corner lots / All other uses - LDR-5: ""40 ft.10""",,"or/multnomah/gresham/4.0100.residential.txt#L315,L319",12,2,True,3,False,"[9] in LDR-5 a reduction in minimum street frontage may be approved under Sec 10.1520 | [10] the mark sits on this LDR-5 cell: 25 ft with an alley or shared access, 32 ft without, from the corner radius end point"
01055,agree,,or/multnomah/gresham,LDR-5,min_lot_width_ft,35,35,feet,clear,True,"16 ft. (Townhouse row, interior lot, LDR-5) | 40 ft. (Triplex, Quadplex, and Cottage Cluster, corner lot, LDR-5)","E. Minimum Lot Width / 1. Width at building line: Interior lot / Duplex, Triplex, Quadplex, and Cottage Cluster - LDR-5: ""35 ft.""",,or/multnomah/gresham/4.0100.residential.txt#L274,12,0,False,3,False,
01056,agree,,or/multnomah/gresham,LDR-5,min_lot_width_ft [unit_lots],16,16,feet,clear,True,"35 ft. (Duplex, Triplex, Quadplex, and Cottage Cluster row, LDR-5 - the non-unit-lot base)","E. Minimum Lot Width / 1. Width at building line: Interior lot / Townhouse - LDR-5: ""16 ft.""",,or/multnomah/gresham/4.0100.residential.txt#L277,12,0,False,3,False,
01057,agree,,or/multnomah/gresham,LDR-5,min_lot_width_ft [corner_lot],40,40,feet,clear,True,"20 ft. (Townhouse row, corner lot, LDR-5) | 35 ft. (Duplex, Triplex, Quadplex, Cottage Cluster, interior lot, LDR-5) | 40 ft. (Duplex row, corner lot, LDR-5 - the same figure)","E. Minimum Lot Width / 2. Width at building line: Corner lot / Triplex, Quadplex, and Cottage Cluster - LDR-5: ""40 ft.""",,"or/multnomah/gresham/4.0100.residential.txt#L279,L283-L285",12,0,False,3,False,
01058,agree,,or/multnomah/gresham,LDR-5,min_lot_width_ft [corner_lot+unit_lots],20,20,feet,clear,True,"40 ft. (Triplex, Quadplex, and Cottage Cluster, corner lot, LDR-5 - the non-unit-lot base) | 16 / 25 / 42 ft. (table note 8 - but that fills the MDR-24 cell in this row, not LDR-5)","E. Minimum Lot Width / 2. Width at building line: Corner lot / Townhouse - LDR-5: ""20 ft.""",,"or/multnomah/gresham/4.0100.residential.txt#L279,L286",12,0,False,3,False,
01059,agree,,or/multnomah/gresham,LDR-7,setback_front_ft,10,10,feet,clear,True,"8 ft. (Front Porch Option column, same row) | 20 ft. (Garage column, same row)","Single Detached Dwelling, Duplex, Triplex, and Quadplex / ""LDR-54, LDR-74, TLDR4, and TR4"" - Front Facade/Wall column: ""10 ft.5""",,or/multnomah/gresham/4.0100.residential.txt#L400,7,1,True,0,True,[5] 5 ft minimum (and 25 ft maximum) for plexes/townhouses off the end of a Minor Access Street
01060,agree,,or/multnomah/gresham,LDR-7,setback_garage_entrance_ft,20,20,feet,clear,True,10 ft.5 (Front Facade/Wall column) | 20 ft. (Street Side Garage Access column),"Single Detached Dwelling, Duplex, Triplex, and Quadplex / ""LDR-54, LDR-74, TLDR4, and TR4"" - Garage column: ""20 ft.""",,or/multnomah/gresham/4.0100.residential.txt#L400,7,0,False,0,False,
01061,agree,,or/multnomah/gresham,LDR-7,setback_side_ft,5,5,feet,clear,True,"6 in. on zero / 6 ft. other (Zero Lot Line column, same row) | NA (Common Wall column, same row)","Single Detached Dwelling, Duplex, Triplex, and Quadplex / ""LDR-54, LDR-74, TLDR4, and TR4"" - Interior Side column: ""5 ft.""",,or/multnomah/gresham/4.0100.residential.txt#L400,7,0,False,0,False,
01062,agree,,or/multnomah/gresham,LDR-7,setback_rear_ft,15.0,15,feet,clear,True,"Rear With Alley: 8 ft. | Townhouse row, LDR-7 Rear No Alley: 15 ft.","Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, TLDR4, and TR4 -- Rear No Alley: 15 ft.",,or/multnomah/gresham/4.0100.residential.txt#L400,7,1,True,1,False,"[2] Double-frontage lot: the rear yard is a front yard (10 ft), unless that frontage is an alley/accessway."
01064,agree,,or/multnomah/gresham,LDR-7,setback_rear_ft [abuts_alley],8.0,8,feet,clear,True,"Rear No Alley: 15 ft. | Townhouse row, LDR-7 Rear With Alley: 8 ft.","Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, TLDR4, and TR4 -- Rear With Alley: 8 ft.",,"or/multnomah/gresham/4.0100.residential.txt#L393-L397,L399-L400",7,0,False,1,False,
01065,agree,,or/multnomah/gresham,LDR-7,setback_street_side_ft,10,10,feet,clear,True,Street Side Porch: 8 ft. | Street Side Garage Access: 20 ft.,"Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, TLDR4, and TR4 -- Street Side Wall: 10 ft.",,or/multnomah/gresham/4.0100.residential.txt#L400,7,0,False,0,False,
01066,agree,,or/multnomah/gresham,LDR-7,min_lot_sqft,7000,7000,square feet,clear,True,"Duplex row (LDR-7): 7,000 sq. ft. | Townhouse row (LDR-7): None","B. Minimum Lot Size2 -- All other uses: LDR-7 7,000 sq. ft.",,or/multnomah/gresham/4.0100.residential.txt#L243,12,1,True,1,False,[2] A Lot of Record smaller than the minimum may still be developed for any use permitted in the district.
01067,agree,,or/multnomah/gresham,LDR-7,min_density_du_per_acre,4.35,4.35,units per acre,clear,True,"6.22 units per acre -- LDR-7 Maximum Net Density, All other uses (a ceiling, not this floor)",C. Minimum Net Density3 -- All uses except Manufactured Dwelling Parks: LDR-7 4.35 units per acre4,,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L244-L246",12,2,True,0,True,"[3] Minimum density does not apply to affordable housing development (Section 10.1700). | [4] Waived for a partition of a parent parcel of 20,000 net sq ft or less in LDR-5, LDR-7 and TR."
01068,agree,,or/multnomah/gresham,LDR-7,max_density_du_per_acre [unit_lots],25,25,units per acre,clear,True,"Duplex, Triplex, Quadplex, Cottage Cluster row (LDR-7): None | All other uses row (LDR-7): 6.22 units per acre",D. Maximum Net Density6 -- Townhouse: LDR-7 25 units per acre,,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L250,L257",12,1,True,1,False,"[6] A density bonus applies to affordable housing development (Section 10.1700), lifting the 25 du/ac cap."
01069,agree,noted,or/multnomah/gresham,LDR-7,max_height_ft,35,35,feet,clear,True,All other uses row (LDR-7): 35 ft.,H. Maximum Building Height11 -- Townhouse: LDR-7 35 ft.,"Cited line is the Townhouse row; a quadplex on one lot falls under All other uses, which prints the same 35 ft in this zone.",or/multnomah/gresham/4.0100.residential.txt#L332,12,1,True,0,True,[11] A height bonus applies to affordable housing development (Section 10.1700).
01070,agree,,or/multnomah/gresham,LDR-7,min_frontage_ft,40,40,feet,clear,True,"Townhouse row, interior (LDR-7): 16 ft. | Corner lots, All other uses (LDR-7): 40 ft.",G. Minimum Street Frontage9 / 1. Minimum Street Frontage: Interior lots -- All other uses: LDR-7 40 ft.,,or/multnomah/gresham/4.0100.residential.txt#L314,12,1,True,3,False,[9] A reduction below the minimum frontage may be approved in LDR-7/LDR-5/TR/TLDR under Section 10.1520.
01071,agree,,or/multnomah/gresham,LDR-7,min_frontage_ft [unit_lots],16,16,feet,clear,True,"All other uses, interior (LDR-7): 40 ft. | Corner lots, Townhouse (LDR-7): None",G. Minimum Street Frontage9 / 1. Minimum Street Frontage: Interior lots -- Townhouse: LDR-7 16 ft.,,or/multnomah/gresham/4.0100.residential.txt#L313,12,1,True,3,False,[9] A reduction below the minimum frontage may be approved in LDR-7/LDR-5/TR/TLDR under Section 10.1520.
01072,agree,,or/multnomah/gresham,LDR-7,min_frontage_ft [corner_lot],40,40,feet,clear,True,"Corner lots, Townhouse (LDR-7): None | Interior lots, All other uses (LDR-7): 40 ft.",2. Minimum Street Frontage: Corner lots -- All other uses: LDR-7 40 ft.,,"or/multnomah/gresham/4.0100.residential.txt#L315,L319",12,1,True,3,False,[9] A reduction below the minimum frontage may be approved in LDR-7/LDR-5/TR/TLDR under Section 10.1520.
01073,agree,,or/multnomah/gresham,LDR-7,min_lot_width_ft,40,40,feet,clear,True,"Townhouse row, interior (LDR-7): 16 ft. | Corner lot, Triplex/Quadplex (LDR-7): 40 ft.","E. Minimum Lot Width: 1. Width at building line: Interior lot -- Duplex, Triplex, Quadplex, and Cottage Cluster: LDR-7 40 ft.",,or/multnomah/gresham/4.0100.residential.txt#L274,12,0,False,3,False,
01074,agree,,or/multnomah/gresham,LDR-7,min_lot_width_ft [unit_lots],16,16,feet,clear,True,"Duplex, Triplex, Quadplex, Cottage Cluster, interior (LDR-7): 40 ft. | Corner lot, Townhouse (LDR-7): 20 ft.",E. Minimum Lot Width: 1. Width at building line: Interior lot -- Townhouse: LDR-7 16 ft.,,or/multnomah/gresham/4.0100.residential.txt#L277,12,0,False,3,False,
01075,agree,,or/multnomah/gresham,LDR-7,min_lot_width_ft [corner_lot],40,40,feet,clear,True,"Corner lot, Townhouse (LDR-7): 20 ft. | Interior lot, Duplex/Triplex/Quadplex (LDR-7): 40 ft.","2. Width at building line: Corner lot -- Triplex, Quadplex, and Cottage Cluster: LDR-7 40 ft.",,"or/multnomah/gresham/4.0100.residential.txt#L279,L283-L285",12,0,False,3,False,
01076,agree,,or/multnomah/gresham,LDR-7,min_lot_width_ft [corner_lot+unit_lots],20,20,feet,clear,True,"Corner lot, Triplex/Quadplex/Cottage Cluster (LDR-7): 40 ft. | Interior lot, Townhouse (LDR-7): 16 ft.",2. Width at building line: Corner lot -- Townhouse: LDR-7 20 ft.,,"or/multnomah/gresham/4.0100.residential.txt#L279,L286",12,0,False,3,False,
01077,agree,,or/multnomah/gresham,TLDR,setback_front_ft,10,10,feet,clear,True,Front Porch: 8 ft. | Garage: 20 ft.,"Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, TLDR4, and TR4 -- Front Facade/Wall: 10 ft.5",,or/multnomah/gresham/4.0100.residential.txt#L400,7,1,True,0,True,"[5] Marks this 10 ft. cell: min 5 ft (max 25 ft) from the end of a Minor Access Street, for plexes."
01078,agree,,or/multnomah/gresham,TLDR,setback_garage_entrance_ft,20,20,feet,clear,True,Street Side Garage Access: 20 ft. | Front Facade/Wall: 10 ft.,"Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, TLDR4, and TR4 -- Garage: 20 ft.",,or/multnomah/gresham/4.0100.residential.txt#L400,7,0,False,0,False,
01079,agree,,or/multnomah/gresham,TLDR,setback_side_ft,5,5,feet,clear,True,Zero Lot Line Option: 6 in. on zero / 6 ft. other | Common Wall: NA,"Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, TLDR4, and TR4 -- Interior Side: 5 ft.",,or/multnomah/gresham/4.0100.residential.txt#L400,7,0,False,0,False,
01080,agree,,or/multnomah/gresham,TLDR,setback_rear_ft,15,15,feet,clear,True,"Rear With Alley: 8 ft. | Townhouse row, TLDR Rear No Alley: 15 ft.","Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, TLDR4, and TR4 -- Rear No Alley: 15 ft.",,or/multnomah/gresham/4.0100.residential.txt#L400,7,1,True,1,False,"[2] Double-frontage lot: the rear yard is a front yard (10 ft), unless that frontage is an alley/accessway."
01081,agree,,or/multnomah/gresham,TLDR,setback_rear_ft [abuts_alley],8,8,feet,clear,True,"Rear No Alley: 15 ft. | Townhouse row, TLDR Rear With Alley: 8 ft.","Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, TLDR4, and TR4 -- Rear With Alley: 8 ft.",,"or/multnomah/gresham/4.0100.residential.txt#L393-L397,L399-L400",7,0,False,1,False,
01082,agree,,or/multnomah/gresham,TLDR,setback_street_side_ft,10,10,feet,clear,True,Street Side Porch: 8 ft. | Street Side Garage Access: 20 ft.,"Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, TLDR4, and TR4 -- Street Side Wall: 10 ft.",,or/multnomah/gresham/4.0100.residential.txt#L400,7,0,False,0,False,
01083,agree,,or/multnomah/gresham,TLDR,min_density_du_per_acre,10,10,units per acre,clear,True,"20 units per acre -- TLDR Maximum Net Density, All other uses (a ceiling, not this floor) | Manufactured Dwelling Parks (TLDR): 7 units per acre",C. Minimum Net Density3 -- All uses except Manufactured Dwelling Parks: TLDR 10 units per acre 4,,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L244-L246",12,2,True,0,True,"[3] Minimum density does not apply to affordable housing development (Section 10.1700). | [4] Waived for a partition of a parent parcel of 13,000 net sq ft or less in the TLDR District."
01084,agree,,or/multnomah/gresham,TLDR,max_density_du_per_acre [unit_lots],25,25,units per acre,clear,True,"Duplex, Triplex, Quadplex, Cottage Cluster row (TLDR): None | All other uses row (TLDR): 20 units per acre",D. Maximum Net Density6 -- Townhouse: TLDR 25 units per acre,,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L250,L257",12,1,True,1,False,"[6] A density bonus applies to affordable housing development (Section 10.1700), lifting the 25 du/ac cap."
01085,agree,noted,or/multnomah/gresham,TLDR,max_height_ft,35,35,feet,clear,True,All other uses row (TLDR): 35 ft.,H. Maximum Building Height11 -- Townhouse: TLDR 35 ft.,"Cited line is the Townhouse row; a quadplex on one lot falls under All other uses, which prints the same 35 ft in this zone.",or/multnomah/gresham/4.0100.residential.txt#L332,12,1,True,0,True,[11] A height bonus applies to affordable housing development (Section 10.1700).
01086,agree,,or/multnomah/gresham,TLDR,min_frontage_ft,35,35,feet,clear,True,"Townhouse row, interior (TLDR): None | Corner lots, All other uses (TLDR): 40 ft.",G. Minimum Street Frontage9 / 1. Minimum Street Frontage: Interior lots -- All other uses: TLDR 35 ft.,,or/multnomah/gresham/4.0100.residential.txt#L314,12,1,True,3,False,[9] A reduction below the minimum frontage may be approved in LDR-7/LDR-5/TR/TLDR under Section 10.1520.
01087,agree,,or/multnomah/gresham,TLDR,min_frontage_ft [corner_lot],40,40,feet,clear,True,"Corner lots, Townhouse (TLDR): None | Interior lots, All other uses (TLDR): 35 ft.",2. Minimum Street Frontage: Corner lots -- All other uses: TLDR 40 ft. as measured from the corner radius end point to the property corner.,,"or/multnomah/gresham/4.0100.residential.txt#L315,L319",12,1,True,3,False,[9] A reduction below the minimum frontage may be approved in LDR-7/LDR-5/TR/TLDR under Section 10.1520.
01089,agree,,or/multnomah/gresham,TLDR,min_lot_width_ft,16,16,feet,clear,True,"Townhouse row, interior (TLDR): 16 ft. | Corner lot, Triplex/Quadplex (TLDR): 20 ft. | All other uses, interior (TLDR): None","E. Minimum Lot Width: 1. Width at building line: Interior lot -- Duplex, Triplex, Quadplex, and Cottage Cluster: TLDR 16 ft.",,or/multnomah/gresham/4.0100.residential.txt#L274,12,0,False,3,False,
01090,agree,,or/multnomah/gresham,TLDR,min_lot_width_ft [unit_lots],16,16,feet,clear,True,"Duplex, Triplex, Quadplex, Cottage Cluster, interior (TLDR): 16 ft. | Corner lot, Townhouse (TLDR): 20 ft.",E. Minimum Lot Width: 1. Width at building line: Interior lot -- Townhouse: TLDR 16 ft.,,or/multnomah/gresham/4.0100.residential.txt#L277,12,0,False,3,False,
01091,agree,,or/multnomah/gresham,TLDR,min_lot_width_ft [corner_lot],20,20,feet,clear,True,"Corner lot, Townhouse (TLDR): 20 ft. | Interior lot, Duplex/Triplex/Quadplex (TLDR): 16 ft.","2. Width at building line: Corner lot -- Triplex, Quadplex, and Cottage Cluster: TLDR 20 ft.",,"or/multnomah/gresham/4.0100.residential.txt#L279,L283-L285",12,0,False,3,False,
01092,agree,,or/multnomah/gresham,TLDR,min_lot_width_ft [corner_lot+unit_lots],20,20,feet,clear,True,"Corner lot, Triplex/Quadplex/Cottage Cluster (TLDR): 20 ft. | Interior lot, Townhouse (TLDR): 16 ft.",2. Width at building line: Corner lot -- Townhouse: TLDR 20 ft.,,"or/multnomah/gresham/4.0100.residential.txt#L279,L286",12,0,False,3,False,
