id,verdict,flags,layer,zone,row,encoded,read,form,confidence,for_this_zone,alternatives,fragment,note,quote,document
00994,agree,noted,or/multnomah/fairview,TCC,setback_rear_ft [abuts_nonresidential_zone],0,0,feet,clear,True,8 ft for alley-access lots | 15 ft when the building abuts a residential district,"The minimum rear setback for all structures shall be zero feet, except for doorways which will be recessed to assure safe exiting, for street-access lots, and eight feet for alley-access lots",Under the abuts-nonresidential condition the 15 ft clause does not fire; zero feet applies to street-access lots and 8 ft to alley-access lots.,"or/multnomah/fairview/19.65.txt#L155,L201,L203",or/multnomah/fairview/19.65.txt
00995,agree,noted,or/multnomah/fairview,TCC,setback_rear_ft [abuts_alley+abuts_nonresidential_zone],8,8,feet,clear,True,0 ft for street-access lots | 15 ft when the building abuts a residential district,and eight feet for alley-access lots (distance from building to rear property line or alley easement) in order to provide space for parallel parking,"The passage's trigger is an alley-ACCESS lot, which is narrower than merely abutting an alley; the 8 ft is stated as the distance to the rear property line or alley easement.","or/multnomah/fairview/19.65.txt#L155,L201,L203",or/multnomah/fairview/19.65.txt
00996,agree,noted,or/multnomah/fairview,TCC,min_landscaped_pct,5,5,percent of the site,clear,True,,2. Town center commercial district: five percent of the site.,Applicability (19.163.030(A)) is limited to developments requiring site design review or otherwise required to landscape.,"or/multnomah/fairview/19.163.txt#L73,L77",or/multnomah/fairview/19.163.txt
00997,agree,noted,or/multnomah/fairview,VMU,max_height_ft,45,45,feet,clear,True,60 ft for tower elements with a footprint of no more than 400 sq ft,D. Height Restrictions. Buildings within the Village commercial or Village mixed use zone shall not exceed 45 feet in height except that tower elements may be 60 feet in height with a footprint of no more than 400 square feet.,"The passage also sets a MINIMUM front facade height of 18 ft (L88, and L80 for the four corners area), which is a floor, not this ceiling.","or/multnomah/fairview/19.135.txt#L48,L86",or/multnomah/fairview/19.135.txt
00998,agree,noted,or/multnomah/fairview,VMU,max_coverage_pct,75,75,percent,inferred,True,,C. Maximum Lot Coverage. Buildings shall cover no more than 75 percent of each lot in the zone.,"The sentence says 'in the zone' without naming VMU; the section governs the VC and VMU zones together (subsection D names both), so I read it as applying to VMU.","or/multnomah/fairview/19.135.txt#L48,L84",or/multnomah/fairview/19.135.txt
00999,agree,noted,or/multnomah/fairview,VMU,max_density_du_per_acre,45,45,units per acre,inferred,True,,B. Density. Residential density shall not exceed 45 units per acre.,"The sentence does not name VMU; the section 19.135.030 governs the VC and VMU zones together (subsection D names both), so I read it as applying to VMU.","or/multnomah/fairview/19.135.txt#L48,L82",or/multnomah/fairview/19.135.txt
01000,agree,noted,or/multnomah/fairview,VMU,setback_side_ft,5,5,feet,inferred,True,,d. All buildings shall be set back at least five feet from property lines abutting residential areas.,"The only VMU setback stated applies to property lines abutting residential areas; no general interior side setback figure is given, so 5 ft governs only on that condition.","or/multnomah/fairview/19.135.txt#L48,L50,L64,L76",or/multnomah/fairview/19.135.txt
01001,agree,noted,or/multnomah/fairview,VMU,setback_rear_ft,5,5,feet,inferred,True,,d. All buildings shall be set back at least five feet from property lines abutting residential areas.,"The only VMU setback stated applies to property lines abutting residential areas; no general rear setback figure is given, so 5 ft governs only on that condition.","or/multnomah/fairview/19.135.txt#L48,L50,L64,L76",or/multnomah/fairview/19.135.txt
01002,agree,,or/multnomah/fairview,VC,max_height_ft,45,45,feet,clear,True,60 ft for tower elements with a footprint of no more than 400 sq ft,Buildings within the Village commercial or Village mixed use zone shall not exceed 45 feet in height except that tower elements may be 60 feet in height,,"or/multnomah/fairview/19.135.txt#L48,L86",or/multnomah/fairview/19.135.txt
01003,agree,noted,or/multnomah/fairview,VC,max_coverage_pct,75,75,percent,inferred,True,,C. Maximum Lot Coverage. Buildings shall cover no more than 75 percent of each lot in the zone.,"The line says 'the zone' without naming it; the section is the VC/VMU chapter (19.135) and subsection D names both zones, so it reads as applying to VC.","or/multnomah/fairview/19.135.txt#L48,L84",or/multnomah/fairview/19.135.txt
01004,agree,noted,or/multnomah/fairview,VC,max_density_du_per_acre,45,45,units per acre,inferred,True,,B. Density. Residential density shall not exceed 45 units per acre.,Stated for the chapter (VC and VMU) without naming the zone.,"or/multnomah/fairview/19.135.txt#L48,L82",or/multnomah/fairview/19.135.txt
01005,agree,noted,or/multnomah/fairview,VC,setback_front_ft,20,20,feet,inferred,True,15 ft from property lines abutting residential zones (L58),"d. All building facades (front, rear, sides of unit) shall be set back from the NE Halsey Street right-of-way a minimum distance of 20 feet.",The 20 ft is a setback from the NE Halsey Street right-of-way only; the passage states no general front setback for VC lots fronting other streets.,"or/multnomah/fairview/19.135.txt#L48,L50,L52,L60",or/multnomah/fairview/19.135.txt
01006,agree,noted,or/multnomah/fairview,VC,setback_side_ft,15,15,feet,inferred,True,20 ft from the NE Halsey Street right-of-way (sides of unit),c. All buildings shall be set back at least 15 feet from property lines abutting residential zones.,Applies only to property lines abutting residential zones; no general interior side setback is stated for VC.,"or/multnomah/fairview/19.135.txt#L48,L50,L52,L58",or/multnomah/fairview/19.135.txt
01007,agree,noted,or/multnomah/fairview,VC,setback_rear_ft,15,15,feet,inferred,True,20 ft from the NE Halsey Street right-of-way (rear),c. All buildings shall be set back at least 15 feet from property lines abutting residential zones.,Applies only to property lines abutting residential zones; no general rear setback is stated for VC.,"or/multnomah/fairview/19.135.txt#L48,L50,L52,L58",or/multnomah/fairview/19.135.txt
01008,agree,noted,or/multnomah/fairview,VC,min_landscaped_pct,15,15,percent,clear,True,,A minimum of 15 percent of the developed VO and VC site areas must be used for landscaping.,Denominator is the developed site area rather than the lot area.,"or/multnomah/fairview/19.150.txt#L63,L65",or/multnomah/fairview/19.150.txt
01009,agree,noted,or/multnomah/fairview,VA,max_height_ft,45,45,feet,inferred,True,60 ft for tower elements,C. Height. Buildings within these zones may not exceed 45 feet in height and tower elements may not exceed 60 feet.,The line says 'these zones' (plural) inside the VA chapter (19.125.040); it does not name VA.,"or/multnomah/fairview/19.125.txt#L47,L53",or/multnomah/fairview/19.125.txt
01010,agree,noted,or/multnomah/fairview,VA,max_coverage_pct,65,65,percent,inferred,True,,B. Lot Coverage. The total of all structures shall cover no more than 65 percent of each lot in the zone.,"Counts all structures, not only buildings; 'the zone' is VA by chapter context only.","or/multnomah/fairview/19.125.txt#L47,L51",or/multnomah/fairview/19.125.txt
01011,agree,noted,or/multnomah/fairview,VA,min_density_du_per_acre,20,20,units per net acre,clear,True,,A. Density. The minimum density shall be no less than 20 units per net acre.,"Stated per NET acre, whereas the maximum in the same sentence is per acre.","or/multnomah/fairview/19.125.txt#L47,L49",or/multnomah/fairview/19.125.txt
01012,agree,,or/multnomah/fairview,VA,max_density_du_per_acre,30,30,units per acre,clear,True,,The maximum density shall be no more than 30 units per acre.,,"or/multnomah/fairview/19.125.txt#L47,L49",or/multnomah/fairview/19.125.txt
01013,agree_alt,unclear+noted,or/multnomah/fairview,VA,setback_front_ft,20,0,"feet (either 0, 10 or 15)",unclear,True,10 ft | 15 ft | 20 ft on the NE Halsey Street frontage for the VA zone adjacent to Halsey,D. Setbacks. Front facades shall be set back from right-of-way a distance of either zero feet or 10 feet or 15 feet.,"The passage prescribes three permitted values rather than a minimum; 0 is the lowest of them, and the Halsey exception is written in the same subsection.","or/multnomah/fairview/19.125.txt#L47,L55",or/multnomah/fairview/19.125.txt
01014,agree,,or/multnomah/fairview,VA,min_landscaped_pct,25,25,percent,clear,True,,"In all VTH and VA zones, a minimum of 25 percent of site area shall be landscaped in conformance with FMC 19.140.070.",,"or/multnomah/fairview/19.145.txt#L55,L57",or/multnomah/fairview/19.145.txt
01015,agree,,or/multnomah/fairview,VSF,max_height_ft,35,35,feet,clear,True,,D. Height. Buildings within this zone may not exceed 35 feet in height.,,or/multnomah/fairview/19.115.txt#L41,or/multnomah/fairview/19.115.txt
01016,agree,,or/multnomah/fairview,VSF,min_lot_depth_ft,70,70,feet,clear,True,70 ft minimum midpoint depth for pie-shaped lots,B. Lot Dimensions. All lots in the VSF zone shall have a minimum width of 35 feet and a minimum depth of 70 feet.,,or/multnomah/fairview/19.115.txt#L37,or/multnomah/fairview/19.115.txt
01017,agree,noted,or/multnomah/fairview,VSF,setback_front_ft,10,10,feet (either 10 or 15),inferred,True,15 ft | 4 ft garage setback with the facade exempt from the 10/15 ft rule on lots abutting Fairview or Clear Creek (L51),a. Front facades shall be set back from the right-of-way for a distance of either 10 or 15 feet.,Two permitted values rather than a single minimum; 10 is the lower.,or/multnomah/fairview/19.115.txt#L47,or/multnomah/fairview/19.115.txt
01018,agree_alt,noted,or/multnomah/fairview,VSF,setback_side_ft,5,4,feet (one side; 5 ft on the opposite side),inferred,True,5 ft on the opposite side | 9 ft combined common-line setback between structures on abutting lots | 10 ft on the street side of corner lots,Sides of units may have a minimum setback of four feet from the property line on one side of the lot and a minimum of five feet on the opposite side of the lot,"The passage states an asymmetric pair (4 ft one side, 5 ft the other) plus a 9 ft combined requirement, not a single interior side figure.",or/multnomah/fairview/19.115.txt#L53,or/multnomah/fairview/19.115.txt
01019,agree,,or/multnomah/fairview,VSF,setback_rear_ft,15,15,feet,clear,True,50 ft from creek centerline on lots abutting Fairview Creek | 37.5 ft from creek centerline on lots abutting Clear Creek,e. The rear facade of the main dwelling unit shall be set back a minimum of 15 feet from the rear property line.,,or/multnomah/fairview/19.115.txt#L55,or/multnomah/fairview/19.115.txt
01020,agree,,or/multnomah/fairview,VSF,setback_street_side_ft,10,10,feet,clear,True,,On corner lots the side setback for any portion of the structure shall be a minimum of 10 feet on the side abutting the street.,,or/multnomah/fairview/19.115.txt#L53,or/multnomah/fairview/19.115.txt
01021,agree,unclear+noted,or/multnomah/fairview,VSF,min_lot_sqft,4000,4000,square feet (per lot),unclear,True,,"All VSF lots shall be no less than 4,000 square feet. The 4,000-square-foot-minimum lot size does not apply to townhomes, which lot size is regulated by FMC 19.30.030.","The 4,000 sq ft minimum is expressly not applicable to townhomes (sent to FMC 19.30.030, not in the passage), and it is a per-lot minimum rather than a figure for a fourplex.",or/multnomah/fairview/19.115.txt#L35,or/multnomah/fairview/19.115.txt
01022,agree,,or/multnomah/fairview,VSF,max_coverage_pct,60,60,percent,clear,True,,C. Lot Coverage. The total of all structures in the VSF zone shall cover no more than 60 percent of any lot.,,or/multnomah/fairview/19.115.txt#L39,or/multnomah/fairview/19.115.txt
01023,agree,,or/multnomah/fairview,VTH,max_height_ft,35,35,feet,clear,True,,D. Height. Buildings within this zone may not exceed 35 feet in height.,,or/multnomah/fairview/19.120.txt#L63,or/multnomah/fairview/19.120.txt
01024,agree,,or/multnomah/fairview,VTH,min_landscaped_pct,25,25,percent,clear,True,,"In all VTH and VA zones, a minimum of 25 percent of site area shall be landscaped in conformance with FMC 19.140.070.",,"or/multnomah/fairview/19.145.txt#L55,L57",or/multnomah/fairview/19.145.txt
01025,agree,noted,or/multnomah/gresham,defaults,parking_min_per_unit,0,0,spaces per unit (no minimum required),clear,True,,"Vehicle parking minimums are not required for any land use type. If vehicle parking is provided, it must meet the standards for this section.","No numeral is printed; the passage states that no vehicle parking minimum is required for any use, which reads as 0, while any parking provided must still meet the section's standards and the maximums of Table 9.0851.",or/multnomah/gresham/9.0800.parking.txt#L53,or/multnomah/gresham/9.0800.parking.txt
01026,agree,noted,or/multnomah/gresham,defaults,parking_stall_width_ft,8.5,8.5,"feet (standard stall width, 90 degrees)",inferred,True,"9.00, 9.50 and 10.00 ft standard stall widths in the other 90 degree rows | 7.50 ft compact stall width (compact stalls may be up to 50 percent of stalls)","L340 (90 degree block, Standard columns W D A1 A2 O): 8.50  18.50  23.00  24.00  3.00",9.0802(F) says the parking lot design standards (9.0822-9.0840) do not apply to quadplexes or townhouses on a unit-by-unit basis (see 7.0400); Table 9.0825A binds only shared separate parking areas such as visitor lots.,"or/multnomah/gresham/9.0800.parking.txt#L66-L70,L302,L319-L327,L340-L343",or/multnomah/gresham/9.0800.parking.txt
01027,agree,noted,or/multnomah/gresham,defaults,parking_stall_depth_ft,18.5,18.5,"feet (standard stall depth, 90 degrees)",inferred,True,16.50 ft compact stall depth | 3.00 ft overhang allowance (O column) that could be read against the depth,"L340 (90 degree block, Standard columns W D A1 A2 O): 8.50  18.50  23.00  24.00  3.00",9.0802(F) says the parking lot design standards (9.0822-9.0840) do not apply to quadplexes or townhouses on a unit-by-unit basis (see 7.0400); Table 9.0825A binds only shared separate parking areas such as visitor lots.,"or/multnomah/gresham/9.0800.parking.txt#L66-L70,L302,L319-L327,L340-L343",or/multnomah/gresham/9.0800.parking.txt
01028,agree,noted,or/multnomah/gresham,defaults,parking_aisle_one_way_ft,23,23,"feet (one-way aisle, 90 degrees)",inferred,True,20 ft one-way minimum for emergency vehicle access per Table 9.0825A Note 1,"L340-L343 (90 degree block, A1 One-Way Aisle Width1 column, both Compact and Standard): 23.00","Table Note 1 prints a different 20 ft one-way figure for emergency vehicle access, and 9.0802(F) says these lot standards do not apply to quadplexes or townhouses on a unit-by-unit basis (see 7.0400), only to shared separate parking areas.","or/multnomah/gresham/9.0800.parking.txt#L66-L70,L302,L319-L327,L340-L343",or/multnomah/gresham/9.0800.parking.txt
01029,agree,noted,or/multnomah/gresham,defaults,parking_aisle_two_way_ft,24,24,"feet (two-way aisle, 90 degrees)",inferred,True,24 ft two-way and emergency vehicle operations minimum per Table 9.0825A Note 1 (same figure),"L340-L343 (90 degree block, A2 Two-Way Aisle Width1 column, both Compact and Standard): 24.00",9.0802(F) says the parking lot design standards (9.0822-9.0840) do not apply to quadplexes or townhouses on a unit-by-unit basis (see 7.0400); Table 9.0825A binds only shared separate parking areas.,"or/multnomah/gresham/9.0800.parking.txt#L66-L70,L302,L319-L327,L340-L343",or/multnomah/gresham/9.0800.parking.txt
01030,agree,,or/multnomah/gresham,defaults,driveway_approach_min_width_ft,9,9,feet,clear,True,,All d riveway approach widths shall be a minimum of 9 feet wide.,,or/multnomah/gresham/pws.6.03-6.04.txt#L52,or/multnomah/gresham/pws.6.03-6.04.txt
01031,agree,noted,or/multnomah/gresham,defaults,driveway_approach_max_width_ft,10,10,"feet per garage parking space, or per building when no garage; lesser of this and 30 ft per parent lot",inferred,True,30 ft per parent lot (the other arm of 'the lesser of'),"A maximum of 10 feet of driveway approach width for each parking space located within a garage ... When the building does not contain a garage, a maximum of 10 feet of driveway approach width for each building","The ceiling is the lesser of 30 ft per parent lot and 10 ft per garage space (or 10 ft per building with no garage), so it scales with garage count and tandem spaces count as one; section 7.0420 covers single detached through quadplex, not the townhouse section.",or/multnomah/gresham/7.0400.middle-housing-design.txt#L198-L206,or/multnomah/gresham/7.0400.middle-housing-design.txt
01032,agree,noted,or/multnomah/gresham,defaults,driveway_approach_max_width_ft [unit_lots],18,18,feet,clear,True,"34 percent of the street frontage, whichever is greater","For each set of attached townhouse units, the total width of all driveway approaches on one street frontage may occupy no more than 18 feet or 34 percent of that frontage, whichever is greater.",'Whichever is greater' means the 34 percent arm can exceed 18 ft on wide frontages; stated per set of attached townhouse units per street frontage.,or/multnomah/gresham/7.0400.middle-housing-design.txt#L461-L466,or/multnomah/gresham/7.0400.middle-housing-design.txt
01033,agree,noted,or/multnomah/gresham,defaults,parking_maneuvering_max_width_ft [unit_lots],12,12,feet,clear,True,,iv. Outdoor off-street parking and maneuvering areas do not exceed 12 feet wide on any lot.,"Applies only to townhouses with public street frontage that put garages, parking or driveways in the front yard under 7.0431(B)(3)(a) (no improved alley, 15 ft frontage, one approach per townhouse, 12 ft garage); projects not meeting (a) follow (b), which requires rear-yard parking instead.",or/multnomah/gresham/7.0400.middle-housing-design.txt#L473-L482,or/multnomah/gresham/7.0400.middle-housing-design.txt
01034,agree,noted,or/multnomah/gresham,defaults,open_space_min_pct,15,15,percent,clear,True,,A minimum of 15 percent of the gross area of the parent lot shall be included as private outdoor open space.,"The townhouse section (7.0431(D), L519) states the same 15 percent of the gross lot area of the townhouse project; in both, no more than 50 percent of the required area may be hardscaped.","or/multnomah/gresham/7.0400.middle-housing-design.txt#L262-L266,L519-L521",or/multnomah/gresham/7.0400.middle-housing-design.txt
01035,agree,noted,or/multnomah/gresham,LDR-5,max_height_ft,35,35,feet,clear,True,,"Townhouse   35 ft.12   (LDR-5 column of Table 4.0130, H. Maximum Building Height11)",The LDR-5 cell carries footnote 12 and the heading footnote 11 (texts not in the passage); the 'All other uses' row also reads 35 ft.12 for LDR-5.,"or/multnomah/gresham/4.0100.residential.txt#L330,L332",or/multnomah/gresham/4.0100.residential.txt
01036,agree,noted,or/multnomah/gresham,LDR-5,setback_front_ft,10,10,feet,clear,True,8 ft front porch,"LDR-54, LDR-74, TLDR4, and TR4   10 ft.5   (Front Facade/Wall column, row 'Single Detached Dwelling, Duplex, Triplex, and Quadplex')",The cell carries footnote 5 and the zone name footnote 4 (texts not in the passage); the Townhouse row for LDR-5 (L406) reads the same 10 ft.5.,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01037,agree,noted,or/multnomah/gresham,LDR-5,setback_garage_entrance_ft,20,20,feet,clear,True,20 ft street side garage,"LDR-54, LDR-74, TLDR4, and TR4   ... 20 ft.   (Garage column, row 'Single Detached Dwelling, Duplex, Triplex, and Quadplex')",The Townhouse row for LDR-5 (L406) also reads 20 ft in the Garage column.,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01038,agree,noted,or/multnomah/gresham,LDR-5,setback_side_ft,5,5,feet,clear,True,6 in. on the zero side / 6 ft on the other side under the Zero Lot Line Option (footnote 3),"LDR-54, LDR-74, TLDR4, and TR4   ... 5 ft.   (Interior Side column, row 'Single Detached Dwelling, Duplex, Triplex, and Quadplex')","The Townhouse row for LDR-5 (L406) also reads 5 ft interior side, with NA for the zero lot line option.",or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01039,agree,noted,or/multnomah/gresham,LDR-5,setback_rear_ft,15.0,15,feet,clear,True,8 ft rear with alley access,"LDR-54, LDR-74, TLDR4, and TR4   ... 15 ft.   8 ft.   (Rear No Alley column, row 'Single Detached Dwelling, Duplex, Triplex, and Quadplex')",The Townhouse row for LDR-5 (L406) reads the same 15 ft (no alley) / 8 ft (with alley access).,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01040,agree,noted,or/multnomah/gresham,LDR-5,setback_rear_ft [step-back],21.0,21,"feet (max roof height at the rear setback line, rising 1 ft per 1 ft of distance)",clear,True,1:1 slope (one foot of height per one foot of distance from the rear property line) up to the district maximum height,"In the VLDR-SW, LDR-SW, LDR-PV, LDR-7, LDR-5, and TR districts ... The maximum roof height at the rear setback line is 21 feet and increases at a rate of one foot in heigh for every one foot","This is a rear roof-height plane, not a setback distance: 21 ft at the rear setback line rising 1:1 to the district max; does not apply if any portion of the lot is in the HGRO or RA; applies to quadplexes per L167.","or/multnomah/gresham/7.0400.middle-housing-design.txt#L167-L169,L358-L362",or/multnomah/gresham/7.0400.middle-housing-design.txt
01041,agree,noted,or/multnomah/gresham,LDR-5,setback_rear_ft [abuts_alley],8.0,8,feet,clear,True,15 ft rear with no alley access,"Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, ... 15 ft. 8 ft. (columns 'Rear No Alley Access' / 'Rear With Alley')",Row label 'LDR-54' is LDR-5 with footnote marker 4 (footnote text not in passage); the Townhouse row at L406 prints the same 8 ft with alley.,"or/multnomah/gresham/4.0100.residential.txt#L393-L397,L399-L400",or/multnomah/gresham/4.0100.residential.txt
01042,agree,noted,or/multnomah/gresham,LDR-5,setback_street_side_ft,10,10,feet,clear,True,8 ft street side porch | 20 ft street side garage,"LDR-54, LDR-74, ... 10 ft. 8 ft. 20 ft. (columns 'Street Side Wall' / 'Street Side Porch' / 'Street Side Garage')","Row is 'Single Detached Dwelling, Duplex, Triplex, and Quadplex'; the 10 ft is the Street Side Wall column, seventh of eleven cells.",or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01043,agree,noted,or/multnomah/gresham,LDR-5,min_lot_sqft,5000,5000,square feet,inferred,True,"None (Townhouse row) | 5,000 sq ft (Duplex row)","B. Minimum Lot Size2 ... All other uses 5,000 sq. ft. 7,000 sq. ft. 4,000 sq. ft. None 3,600 sq. ft. None 3,600 sq. ft.",Column header is not in this passage; LDR-5 is the first column per the table header at L234 elsewhere in the same table. Row used is 'All other uses' (no quadplex row in section B); heading carries footnote 2.,or/multnomah/gresham/4.0100.residential.txt#L243,or/multnomah/gresham/4.0100.residential.txt
01044,agree,noted,or/multnomah/gresham,LDR-5,min_density_du_per_acre,6.22,6.22,units per acre,clear,True,,C. Minimum Net Density3 ... All uses except Manufactured Dwelling Parks 6.22 units per acre4 (LDR-5 column),Cell carries footnote marker 4 and the heading footnote 3 (net density definition in Article 3); footnote text not in passage.,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L244-L246",or/multnomah/gresham/4.0100.residential.txt
01045,agree,noted,or/multnomah/gresham,LDR-5,max_density_du_per_acre [unit_lots],25,25,units per acre,clear,True,"None (Duplex, Triplex, Quadplex, Cottage Cluster row)",D. Maximum Net Density6 ... Townhouse 25 units per acre 25 units per acre 25 units per acre 25 units per acre 25 units per acre 24.2 units per acre 25 units per acre,Townhouse row used for the unit_lots condition; the Quadplex row prints 'None' for LDR-5; heading carries footnote 6.,"or/multnomah/gresham/4.0100.residential.txt#L233-L234,L250,L257",or/multnomah/gresham/4.0100.residential.txt
01046,agree,noted,or/multnomah/gresham,LDR-5,min_frontage_ft,35,35,feet,inferred,True,16 ft (Townhouse row) | 40 ft corner lots,G. Minimum Street Frontage9 1. Minimum Street Frontage: Interior lots ... All other uses 35 ft. 40 ft. 35 ft. 35 ft. 45 ft. 45 ft. NA,Column header not in this passage; LDR-5 is the first column per L234. Row used is 'All other uses' (interior lots); heading carries footnote 9.,or/multnomah/gresham/4.0100.residential.txt#L314,or/multnomah/gresham/4.0100.residential.txt
01047,agree,noted,or/multnomah/gresham,LDR-5,min_frontage_ft [unit_lots],16,16,feet,inferred,True,35 ft (All other uses row),1. Minimum Street Frontage: Interior lots Townhouse 16 ft. 16 ft. 16 ft. None None 16 ft. None,Column header not in this passage; LDR-5 is the first column per L234. Townhouse row used for the unit_lots condition.,or/multnomah/gresham/4.0100.residential.txt#L313,or/multnomah/gresham/4.0100.residential.txt
01048,agree,noted,or/multnomah/gresham,LDR-5,min_frontage_ft [corner_lot],40,40,feet,inferred,True,None (Townhouse corner-lot row) | 35 ft interior lots,2. Minimum Street Frontage: Corner lots ... All other uses 40 ft.10 40 ft. 40 ft. as measured from the corner radius end point,Column header not in this passage; LDR-5 is the first column per L234. The LDR-5 cell carries footnote marker 10 (text not in passage).,"or/multnomah/gresham/4.0100.residential.txt#L315,L319",or/multnomah/gresham/4.0100.residential.txt
01049,agree,noted,or/multnomah/gresham,LDR-5,min_lot_width_ft,35,35,feet,inferred,True,16 ft (Townhouse row) | 40 ft corner lot,"1. Width at building line: Interior lot ... Duplex, Triplex, Quadplex, and Cottage Cluster 35 ft. 40 ft. 35 ft. 16 ft. 16 ft. 16 ft.7 60 ft.","Column header not in this passage; LDR-5 is the first column per L234. Row used is 'Duplex, Triplex, Quadplex, and Cottage Cluster'.",or/multnomah/gresham/4.0100.residential.txt#L274,or/multnomah/gresham/4.0100.residential.txt
01050,agree,noted,or/multnomah/gresham,LDR-5,min_lot_width_ft [unit_lots],16,16,feet,inferred,True,"35 ft (Duplex, Triplex, Quadplex, and Cottage Cluster row)",1. Width at building line: Interior lot ... Townhouse 16 ft. 16 ft. 16 ft. 16 ft. 16 ft. 16 ft.7 16 ft.,Column header not in this passage; LDR-5 is the first column per L234. Townhouse row used for the unit_lots condition.,or/multnomah/gresham/4.0100.residential.txt#L277,or/multnomah/gresham/4.0100.residential.txt
01051,agree,noted,or/multnomah/gresham,LDR-5,min_lot_width_ft [corner_lot],40,40,feet,inferred,True,20 ft (Townhouse corner row) | 35 ft interior lot,"2. Width at building line: Corner lot ... Triplex, Quadplex, and Cottage Cluster 40 ft. 40 ft. 40 ft. 20 ft. 70 ft. 70 ft. 70 ft.","Column header not in this passage; LDR-5 is the first column per L234. Row used is 'Triplex, Quadplex, and Cottage Cluster'.","or/multnomah/gresham/4.0100.residential.txt#L279,L283-L285",or/multnomah/gresham/4.0100.residential.txt
01052,agree,noted,or/multnomah/gresham,LDR-5,min_lot_width_ft [corner_lot+unit_lots],20,20,feet,inferred,True,"40 ft (Triplex, Quadplex, and Cottage Cluster corner row) | 16 ft interior townhouse",2. Width at building line: Corner lot ... Townhouse 20 ft. 20 ft. 20 ft. 20 ft. 20 ft. See table note 8 20 ft.,Column header not in this passage; LDR-5 is the first column per L234. Townhouse corner row used for the corner_lot+unit_lots condition.,"or/multnomah/gresham/4.0100.residential.txt#L279,L286",or/multnomah/gresham/4.0100.residential.txt
01053,agree,noted,or/multnomah/gresham,LDR-7,setback_front_ft,10,10,feet,clear,True,8 ft front porch | 20 ft garage,"Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, 10 ft.5 8 ft. 20 ft. (columns 'Front Facade/Wall' / 'Front Porch' / 'Garage')",The 10 ft cell carries footnote marker 5 (text not in passage); 'LDR-74' is LDR-7 with footnote marker 4.,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01054,agree,,or/multnomah/gresham,LDR-7,setback_garage_entrance_ft,20,20,feet,clear,True,20 ft street side garage,"LDR-54, LDR-74, 10 ft.5 8 ft. 20 ft. (third column 'Garage' under FRONT)",,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01055,agree,,or/multnomah/gresham,LDR-7,setback_side_ft,5,5,feet,clear,True,6 in. on zero side / 6 ft other side under the Zero Lot Line Option (footnote 3) | NA common wall,"LDR-54, LDR-74, ... 5 ft. NA 6 in. on zero / 6 ft. other (columns 'Interior Side' / 'Common Wall' / 'Zero Lot Line Option3')",,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01056,agree,,or/multnomah/gresham,LDR-7,setback_rear_ft,15.0,15,feet,clear,True,8 ft rear with alley,"LDR-54, LDR-74, ... 15 ft. 8 ft. (columns 'Rear No Alley Access' / 'Rear With Alley')",,or/multnomah/gresham/4.0100.residential.txt#L400,or/multnomah/gresham/4.0100.residential.txt
01057,agree,noted,or/multnomah/gresham,LDR-7,setback_rear_ft [step-back],21.0,21,"feet (max roof height at the rear setback line, rising 1 ft per 1 ft of distance)",clear,True,1:1 slope (one foot of height per one foot of distance from the rear property line) up to the district maximum height,"In the VLDR-SW, LDR-SW, LDR-PV, LDR-7, LDR-5, and TR districts ... The maximum roof height at the rear setback line is 21 feet and increases at a rate of one foot in heigh for every one foot","This is a rear roof-height plane, not a setback distance: 21 ft at the rear setback line rising 1:1 to the district max; does not apply if any portion of the lot is in the HGRO or RA; applies to quadplexes per L167.","or/multnomah/gresham/7.0400.middle-housing-design.txt#L167-L169,L358-L362",or/multnomah/gresham/7.0400.middle-housing-design.txt
01058,agree,noted,or/multnomah/gresham,LDR-7,setback_rear_ft [abuts_alley],8.0,8,feet,clear,True,15 ft rear with no alley access,"Single Detached Dwelling, Duplex, Triplex, and Quadplex: LDR-54, LDR-74, ... 15 ft. 8 ft. (columns 'Rear No Alley Access' / 'Rear With Alley')",'LDR-74' is LDR-7 with footnote marker 4 (footnote text not in passage); the Townhouse row at L406 prints the same 8 ft with alley.,"or/multnomah/gresham/4.0100.residential.txt#L393-L397,L399-L400",or/multnomah/gresham/4.0100.residential.txt
