layer,ref,mentions,binding,sources,sample,ruling
or,17.102.270,11,0,33.110.txt 33.100.txt 33.140.txt 33.120.txt 33.130.txt 33.150.txt,"See Section 17.102.270, Businesses and Multifamily Complexes Required to Recycle, of the Portland",
or,19.245,11,0,19.65.txt 19.70.txt 19.85.txt 19.13.definitions.txt 19.135.txt 19.80.txt,"“Wireless communication equipment” includes cell towers, antennas, monopoles, and related facilities used for radio signal transmission and receiving (see Chapt",
or,38,11,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt 3.zoning-districts.txt 31.definitions.txt,Subdivision Sign. See Chapter 38 (Signs).,
or,17.62.070,10,0,17.10.r-7.2.txt 17.12.r-5.txt,Setbacks for manufactured homes in a mobile home park are subject to the standards in GMC Section 17.62.070(4).,
or,24,10,0,33.100.txt 33.110.txt 33.140.txt 33.120.txt 33.130.txt 33.150.txt 33.910.definitions.txt,"Regulations. The use of barbed wire is regulated under Title 24, Building Regulations.",
or,37,10,0,02.definitions.txt 08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"Home occupation. Any activity carried out for gain by a resident and conducted as a customary, incidental, and accessory use in the resident’s dwelling unit. St",
or,44,10,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt 25.willamette-historic.txt,"6. Chapter 44 CDC, Fences.",
or,50.03.003.3,10,0,50.03.002.use-table.txt,§ 50.03.003.4.a and b; R-2 zone: § 50.03.003.3,
or,50.04.003.4,10,0,50.04.dimensional.txt,[Cross-References: Height Limitation: see Charter Section 46A for 50 ft. Maximum Height of Structures in Residential Areas; Height Measure: see LOC § 50.04.003.,
or,60.090,10,0,02.definitions.txt 08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"2. Transportation facilities (Type II) are those which are not designated in the adopted TSP or part of an approved, active development order. Type II transport",
or,7.0112,10,0,4.1400.pleasant-valley.txt 4.0400.corridor.txt 4.1500.springwater.txt 4.0100.residential.txt 7.0400.middle-housing-design.txt,Residential Design Standards. The Corridor Design District standards in Section 7.0112          shall apply to new,
or,845,10,0,zdo.315.txt,"The development of a triplex, quadplex, townhouse, or cottage cluster is subject to Section 845, Triplexes, Quadplexes, Townhouses, and Cottage Clusters.",
or,9.0200,10,0,4.1200.civic-neighborhood.txt 4.1100.downtown.txt 4.1400.pleasant-valley.txt 4.1500.springwater.txt 7.0400.middle-housing-design.txt 7.0500.rockwood-design.txt,5.                              Comply with Section 9.0200 – Clear Vision Area.                                                                                 ,
or/clackamas/lake-oswego,50.03.003.3,10,0,50.03.002.use-table.txt,§ 50.03.003.4.a and b; R-2 zone: § 50.03.003.3,
or/clackamas/west-linn,37,10,0,02.definitions.txt 08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"Home occupation. Any activity carried out for gain by a resident and conducted as a customary, incidental, and accessory use in the resident’s dwelling unit. St",
or/clackamas/west-linn,44,10,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt 25.willamette-historic.txt,"6. Chapter 44 CDC, Fences.",
or/clackamas/west-linn,46,10,0,02.definitions.txt 08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,Parking space. A space as defined by the standards set forth in Chapter 46 CDC.,
or/multnomah/gresham,4.125,10,0,4.1200.civic-neighborhood.txt,Civic Neighborhood Streets and Future Streets to identify the primary street type. Also See Section 4.125                                      2(A)(2) fo r,
or,10.0420,9,0,4.1100.downtown.txt 4.1200.civic-neighborhood.txt 4.1400.pleasant-valley.txt 4.1500.springwater.txt 7.0500.rockwood-design.txt,•    Conversion of a hotel or motel to an emergency shelter or aﬀordable housing under Section 10.0420,
or,19.490,9,0,19.30.txt 19.120.txt 19.125.txt,G. Home occupations – see Chapter 19.490 FMC.,
or,19.911,9,0,19.300.base-zones.txt 19.500.supplementary.txt,"Nonconforming Uses, Structures, and Development. Existing structures and uses that do not meet the standards for the commercial mixed-use zones may continue in ",
or,33.445,9,0,33.100.txt 33.110.txt 33.140.txt 33.120.txt 33.130.txt 33.150.txt,"B.                                                Historic resources. Demolition of historic resources is regulated by Chapter 33.445, Historic",
or,39.9200,9,0,39.cfu.txt 39.efu.txt 39.lr-10.txt 39.lr-5.txt 39.lr-7.txt 39.mua-20.txt 39.oci.txt 39.or.txt 39.rural-residential.txt,pursuant to MCC 39.9200.,
or,42,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"5. Chapter 42 CDC, Clear Vision Areas.",
or,48,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"8. Chapter 48 CDC, Access, Egress and Circulation.",
or,50.05.005,9,0,50.04.dimensional.txt,"[Cross-References: (1) Height Limitation: See also LOC § 50.03.003.4.e.iii(3) for collocated telecommunication facilities, and LOC § 50.06.001.5.b for non-singl",
or,50.06.007.2,9,0,50.04.dimensional.txt,"In any zone district, side yard setbacks may be reduced by up to 50% and/or the front or rear yard setbacks by up to 25% if the construction of a proposed struc",
or,54,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"10. Chapter 54 CDC, Landscaping.",
or,60.070,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"Except as may otherwise be established by this code, the appropriate lot or parcel size for a conditional use shall be determined by the approval authority at t",
or,65,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"1. Chapter 65 CDC, Non-conforming Uses Involving a Structure.",
or,67,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"3. Chapter 67 CDC, Non-conforming Uses of Land.",
or,68,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"4. Chapter 68 CDC, Non-conforming Lots, Lots of Record.",
or,7.0310,9,0,4.1400.pleasant-valley.txt 4.1500.springwater.txt 4.0200.commercial.txt 4.0400.corridor.txt 4.1100.downtown.txt 4.1200.civic-neighborhood.txt 7.0500.rockwood-design.txt,"Section 7.0212 – Standards for New Solid Waste and Recycling; Section 7.0310                                     – Commercial, Institutional,",
or,7.0320,9,0,4.0300.industrial.txt 4.0400.corridor.txt 4.1100.downtown.txt 4.1200.civic-neighborhood.txt 4.1500.springwater.txt,I. Pedestrian Circulation and Standards                                                     See Section 7.0320                                            See Se,
or,99.060,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"1. The Planning Director shall make the decision in the manner provided by CDC 99.060(A)(2), Administrative Procedures, except that no notice shall be required;",
or,99.240,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,2. The decision may be appealed by the applicant to the Planning Commission as provided by CDC 99.240(A).,
or/clackamas/lake-oswego,50.05.005,9,0,50.04.dimensional.txt,"[Cross-References: (1) Height Limitation: See also LOC § 50.03.003.4.e.iii(3) for collocated telecommunication facilities, and LOC § 50.06.001.5.b for non-singl",
or/clackamas/lake-oswego,50.06.007.2,9,0,50.04.dimensional.txt,"In any zone district, side yard setbacks may be reduced by up to 50% and/or the front or rear yard setbacks by up to 25% if the construction of a proposed struc",
or/clackamas/milwaukie,19.911,9,0,19.300.base-zones.txt 19.500.supplementary.txt,"Nonconforming Uses, Structures, and Development. Existing structures and uses that do not meet the standards for the commercial mixed-use zones may continue in ",
or/clackamas/west-linn,38,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"3. Chapter 38 CDC, Additional Yard Area Required; Exceptions to Yard Requirements; Storage in Yards; Projections into Yards.",
or/clackamas/west-linn,42,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"5. Chapter 42 CDC, Clear Vision Areas.",
or/clackamas/west-linn,48,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"8. Chapter 48 CDC, Access, Egress and Circulation.",
or/clackamas/west-linn,54,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"10. Chapter 54 CDC, Landscaping.",
or/clackamas/west-linn,65,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"1. Chapter 65 CDC, Non-conforming Uses Involving a Structure.",
or/clackamas/west-linn,67,9,0,08.r-40.txt 09.r-20.txt 10.r-15.txt 11.r-10.txt 12.r-7.txt 13.r-5.txt 14.r-4.5.txt 15.r-3.txt 16.r-2.1.txt,"3. Chapter 67 CDC, Non-conforming Uses of Land.",
