id,layer,field,path,line,section,nearness,repeats,text,stated,held,verdict,binds,reader_number,reader_standard,reader_about,reader_note
00119,or/clackamas/milwaukie,open_space_min_pct,or/clackamas/milwaukie/19.500.supplementary.txt,1577,19.505.3,read_section,1,a. At least 70% of the street or common open space frontage shall be visible from the following areas on 1 or more dwelling units: a front door; a ground-floor window (except a garage window); or a se,70,,missed,yes,70,minimum percentage of street/common-open-space frontage visible from a qualifying door or window (natural surveillance s,objective safety standard requiring a share of street or common-open-space frontage to be visible from a front door or s,'At least 70% of the street or common open space frontage shall be visible from ... a front door; a ground-floor window ...; or a second-story window placed no higher than 3.5 ft from the floor to the bottom of the windowsill' is a mandatory design standard with no unit-count carve-out shown; the companion figure is the 3.5 ft windowsill height threshold.
00120,or/clackamas/milwaukie,min_lot_width_ft,or/clackamas/milwaukie/19.500.supplementary.txt,2336,19.505.5,read_section,1,"On townhouse lots with a lot width of 25 ft or less, there is no required side yard between an accessory structure and a side lot line abutting a townhouse lot. All other accessory structure regulatio",25,"20,30,50,60",agree,no,,,side-yard setback relief for accessory structures on narrow (25 ft or less width) townhouse lots,"The heading 'Accessory Structure Setbacks' and the text 'no required side yard between an accessory structure and a side lot line' both make clear this governs accessory structures, not the primary four-unit building."
00121,or/clackamas/rivergrove,max_height_ft,or/clackamas/rivergrove/rldo.composite.txt,872,,read_section,1,height for each 12 feet in width;,12,,agree,no,,,"one of four alternative design elements (pitched roof slope of at least 3 ft rise per 12 ft width), at least two of whic","Section 5.050's permitted-uses list in this passage covers only 'One single-family detached dwelling ... or one duplex, or one triplex residential unit per lot' — a four-unit fourplex is not among the listed permitted uses here, and even for a covered use only 2 of the 4 listed elements must be met, not this one specifically."
00122,or/clackamas/rivergrove,max_height_ft,or/clackamas/rivergrove/rldo.composite.txt,1058,,read_section,1,(a) No new residential structure may exceed 35 feet in height (not including the height,35,,missed,yes,35,maximum building height,general maximum height limit for new residential structures,"'No new residential structure may exceed 35 feet in height (not including the height of antennas, solar collectors, or wind generators)' is stated without any dwelling-type restriction in this passage, so it reads as the general residential height cap."
00123,or/clackamas/rivergrove,max_height_ft,or/clackamas/rivergrove/rldo.composite.txt,1061,,read_section,1,(b) No new accessory structures may exceed 20 feet in height.,20,,agree,no,,,maximum height (20 ft) for new accessory structures,"'No new accessory structures may exceed 20 feet in height' governs accessory structures, not the primary residential building."
00124,or/clackamas/rivergrove,min_frontage_ft,or/clackamas/rivergrove/rldo.composite.txt,1549,,read_section,1,(c) The partition contains a parcel having 25 feet or less street frontage;,25,,agree,no,,,a threshold (parcel with 25 ft or less street frontage) that triggers a permit fee under the Type I Land Division proced,"This line is under 'Section 6.090. Type I Land Division' and describes when 'a permit fee ... shall be charged' for a partition — a land-division procedural/fee trigger, not a dimensional standard for a building already on a lot."
00125,or/clackamas/tualatin,max_units,or/clackamas/tualatin/40-41.residential.txt,150,40.300,read_section,1,Congregate Care Facility 10 units per acre,10,,agree,no,,,Maximum density standard for Retirement Housing or Congregate Care Facility use in the RL zone (10 units/acre).,"This row is part of Table 40-3's MAXIMUM DENSITY section for 'Retirement Housing or Congregate Care Facility'; the Quadplex row above it (L146) is a separate line reading 'None,' so this retirement/congregate-care density cap does not govern a quadplex."
00126,or/clackamas/tualatin,max_height_ft,or/clackamas/tualatin/40-41.residential.txt,371,41.220,read_section,1,with a maximum height of 75 feet.,75,35,agree,no,,,Maximum height (75 ft) for water reservoirs allowed as a conditional Basic Utilities use in the RML zone.,"The line reads 'Conditional uses limited to water reservoirs, with a maximum height of 75 feet' under the Basic Utilities use category — a utility structure, not the residential fourplex."
00127,or/clackamas/tualatin,max_units,or/clackamas/tualatin/40-41.residential.txt,454,41.300,read_section,1,10 units per acre,10,,agree,no,,,Maximum density (10 units/acre) for Multi-Family (5 or more units) structures in the RML zone.,"The table lists 'Quadplex None' as its own separate row (L450); this line is the density cap for the distinct 'Multi-Family (5 or more units)' category, which a 4-unit building is not."
00128,or/clackamas/tualatin,max_units,or/clackamas/tualatin/40-41.residential.txt,457,41.300,read_section,1,12 units per acre Limited to single-wide dwelling parks,12,,agree,no,,,"Maximum density (12 units/acre) for Manufactured Dwelling Parks, limited to single-wide dwelling parks.","The row is explicitly 'Manufactured Dwelling Parks... Limited to single-wide dwelling parks or any part of a single-wide dwelling park,' an unrelated use type."
00129,or/clackamas/tualatin,max_units,or/clackamas/tualatin/40-41.residential.txt,462,41.300,read_section,1,15 units per acre,15,,agree,no,,,Maximum density (15 units/acre) for Retirement Housing Facility or Congregate Care Facility in the RML zone.,"This is the density row for 'Retirement Housing Facility, or Congregate Care Facility,' a distinct use category from Quadplex, which has its own 'None' row above (L450)."
00130,or/clackamas/tualatin,max_units,or/clackamas/tualatin/40-41.residential.txt,463,41.300,read_section,1,Nursing Facility 15 units per acre,15,,agree,no,,,Maximum density (15 units/acre) for Nursing Facility use in the RML zone.,"'Nursing Facility 15 units per acre' is its own row, separate from the Quadplex row (L450, 'None')."
00131,or/clackamas/tualatin,max_units,or/clackamas/tualatin/40-41.residential.txt,464,41.300,read_section,1,Group Living Uses 15 units per acre,15,,agree,no,,,Maximum density (15 units/acre) for Group Living Uses in the RML zone.,'Group Living Uses 15 units per acre' is a distinct use-category row from Quadplex ('None' at L450); a 4-unit attached townhome is not a group living use.
00132,or/clackamas/tualatin,min_lot_width_ft,or/clackamas/tualatin/40-41.residential.txt,516,41.220,read_section,1,Conditional Uses 100 feet Minimum lot width at street is 40 feet.,"100,40","0,50",agree,no,,,"Minimum average lot width (100 ft) for Conditional Uses in the RML zone, with a 40-ft minimum width at the street.","The same Table 41-3 gives 'Duplex, Triplex, Quadplex, and Cottage Clusters' their own width standard of 50 feet (L501-503); the marked 'Conditional Uses' row is a separate category for uses requiring conditional-use approval, not the quadplex's own listed standard."
00133,or/clackamas/west-linn,min_frontage_ft,or/clackamas/west-linn/02.definitions.txt,281,02.030,read_section,1,"Flag lot. A lot complying with all other provisions of the Community Development Code which does not meet the minimum street frontage requirement of 35 feet, and which gains access to the public right",35,,agree,no,,,"Definition of 'Flag lot,' describing a lot that does not meet the 35-ft minimum street frontage and instead accesses the","This is a definitions-section entry ('02.030 SPECIFIC WORDS AND TERMS') describing what a flag lot is, not a standalone dimensional standard imposed on this building."
00134,or/clackamas/west-linn,max_height_ft,or/clackamas/west-linn/02.definitions.txt,678,02.030,read_section,1,"Minor modification. A change in the approved design that is equal to or less than a 10 percent increase in the length, width or height of the facility. A change of location by under 20 feet laterally",20,"35,40",agree,no,,,"Definition of 'Minor modification' — a design change of 10% or less in length/width/height, or an under-20-ft lateral re","This is a definitions-section entry describing what counts as a 'minor modification' for procedural purposes, not a design standard the building must meet."
00135,or/clackamas/west-linn,max_height_ft,or/clackamas/west-linn/02.definitions.txt,1015,02.030,read_section,1,"Tree. A woody perennial plant usually having one dominant trunk, the capacity to achieve a mature height greater than 16 feet, and primarily referred to as a tree in scientific literature.",16,"35,40",agree,no,,,Definition of 'Tree' as a woody perennial plant capable of reaching over 16 feet in height.,"This is a glossary definition of the word 'tree,' unrelated to any building dimension requirement."
00136,or/clackamas/west-linn,max_units,or/clackamas/west-linn/16.r-2.1.txt,218,16.070,read_section,1,Multifamily dwelling units are limited to 3.5 stories in height.,3.5,,agree,no,,,Height limit of 3.5 stories for 'Multifamily dwelling units' in the R-2.1 zone's dimensional requirements table.,"The same table (L222, L228) lists 'duplexes, triplexes, quadplexes, townhouses or cottage clusters' as a group separate from 'multifamily units,' so 'Multifamily dwelling units' here is a distinct use category from a quadplex, whose general 35-ft height cap (L215) would govern instead."
00137,or/clackamas/west-linn,max_height_ft,or/clackamas/west-linn/25.willamette-historic.txt,418,25.070,read_section,1,a. Residential structures are limited to 28 feet in height. Cupolas and towers shall not exceed 50 feet in height.,"28,50","35,40",missed,yes,28,maximum building height,Height cap for residential structures within the Willamette Historic District overlay.,"The line states plainly, 'Residential structures are limited to 28 feet in height,' with no exception for quadplexes; the building's ~26-ft height would need to stay under this cap if sited in the historic district."
00138,or/clackamas/west-linn,setback_garage_entrance_ft,or/clackamas/west-linn/48.access.txt,115,48.030,read_section,1,"4. The driveway shall include a minimum of 20 feet in length between the garage door and the back of sidewalk, or, if no sidewalk is proposed, to the paved portion of the right-of-way.",20,,missed,yes,20,minimum driveway length (garage door to sidewalk or right-of-way),Minimum driveway length standard under the general residential driveway standards for houses within 150 feet of the righ,"Item 4 states, 'The driveway shall include a minimum of 20 feet in length between the garage door and the back of sidewalk, or... to the paved portion of the right-of-way,' with no unit-count qualifier (unlike items 1-2), so it applies to the fourplex's driveway to the public street."
00139,or/clackamas/wilsonville,open_space_min_pct,or/clackamas/wilsonville/4.planning.txt,2964,4.113,read_section,1,"2,000 square feet to be counted towards the 25 percent open space requirement. For",25,,agree,no,,,"Minimum size (2,000 sq ft) for an individual open space area to count toward the 25% open-space requirement, but only fo",The line's threshold is scoped to 'developments with ten or more lots buildable with dwelling units (or ten or more multi-family units)' (L2962-2963); a single 4-unit building on one lot falls under the smaller-development bucket instead.
00140,or/clackamas/wilsonville,open_space_min_pct,or/clackamas/wilsonville/4.planning.txt,2969,4,read_section,1,towards the 25 percent open space requirement.,25,,missed,yes,1000,minimum size of an individual open space area (to count toward the 25% open-space requirement),"Minimum size for an individual open space parcel to count toward the required 25% open-space area, for developments with","The passage reads, 'for developments with less than ten lots buildable with dwelling units (or less than ten multi-family units) an open space area must be at least 1,000 square feet to be counted towards the 25 percent open space requirement' — a 4-unit building falls in this smaller bucket."
00141,or/clackamas/wilsonville,max_units,or/clackamas/wilsonville/4.planning.txt,4397,4,read_section,2,density listed in Table 1; or (2) net density of 25 units per acre. If applying a maximum density,25,,agree,no,,,"Maximum density formula (4x Table 1 density or 25 units/acre, whichever is less) specific to Townhouses in the 'R' zone.","Note (c) begins 'For Townhouses, the maximum density is...' — this formula is stated only for townhouses, and note (b) on the same table separately says middle housing other than townhouses (which includes quadplexes) is not counted beyond one unit per lot for maximum density."
00142,or/clackamas/wilsonville,max_units,or/clackamas/wilsonville/4.planning.txt,4491,4,read_section,1,Density Range district thus allowing a maximum of 7.5 units per acre of Gross Development Area,7.5,,agree,no,,,Zone-wide maximum (7.5/acre) and minimum (6/acre) residential density for the Old Town Residential (OTR) zone's Comprehe,"The same passage states, 'Middle Housing, besides townhouses, is not included in maximum density calculation beyond one unit per lot,' and a quadplex is middle housing, so this area-wide density figure does not constrain the building's own design."
00143,or/clackamas/wilsonville,setback_rear_ft,or/clackamas/wilsonville/4.planning.txt,7450,4.127,read_section,1,H. The minimum rear setback for a cottage cluster and Accessory Dwelling Unit (ADU) is 10 feet.,10,"5,15,20",agree,no,,,Minimum rear setback (10 ft) specific to a cottage cluster and to an Accessory Dwelling Unit (ADU).,"The line names only 'a cottage cluster and Accessory Dwelling Unit (ADU),' neither of which is the fourplex/quadplex building described."
00144,or/clackamas/wilsonville,setback_front_ft,or/clackamas/wilsonville/4.planning.txt,7492,4.127,read_section,1,B. Where the minimum front setback is 6 feet it is intended to accommodate a public utility easement (PUE) for,6,"12,15,20",agree,no,,,Footnote explaining that a 6-ft minimum front setback (shown elsewhere in Table 8C) exists to accommodate a public utili,"The note is conditional both ways — it can require a wider setback for a bigger PUE, or eliminate the setback entirely if 'a finding can be made that no PUE is necessary' — so it is not itself a fixed number the building must meet, and it also depends on which table cell (footnote 'A') applies to a given lot, which the passage doesn't establish for this one."
00145,or/clackamas/wilsonville,max_height_ft,or/clackamas/wilsonville/4.planning.txt,7502,4.127,read_section,1,"E. In Urban Form 3, buildings or portions thereof greater than either 2 stories or 25 feet in height shall have a",25,35,unclear,unclear,,,"A 20-ft minimum front setback for buildings over 2 stories or 25 feet tall, but only 'In Urban Form 3' within the Frog P","The building's ~26-ft height would trigger the stated threshold ('greater than either 2 stories or 25 feet'), but the rule is expressly scoped to lots classified 'Urban Form 3,' and the passage gives no way to tell whether this lot would carry that classification versus Urban Form 1 or 2."
00146,or/clackamas/wilsonville,max_height_ft,or/clackamas/wilsonville/4.planning.txt,7590,4.127,read_section,1,"i. be at least 20 feet in height so as to be visible from a distance, the Develop-",20,35,agree,no,,,"Minimum height (20 ft, waivable) for a decorative 'Main Street Gateway' monument feature at a street intersection.","This governs a public gateway/monument sign structure ('The feature shall: i. be at least 20 feet in height...'), not the residential fourplex."
00147,or/clackamas/wilsonville,max_height_ft,or/clackamas/wilsonville/4.planning.txt,7591,4.127,read_section,1,ment Review Board may approve height shorter than 20 feet upon the,20,35,agree,no,,,"Continuation of the Main Street Gateway feature standard, describing the Development Review Board's discretion to approv","Still describing the gateway/monument sign feature from the prior line, not the residential building; it is also explicitly a discretionary allowance rather than a fixed requirement."
00148,or/clackamas/wilsonville,open_space_min_pct,or/clackamas/wilsonville/4.planning.txt,7631,4,read_section,1,least 50 percent usable open space as defined by this Code and other like space,50,,unclear,unclear,,,"Requirement that at least 50% of the required open space area be 'usable open space,' within R-5 Small Lot sub-districts","The surrounding text says R-10 Large Lot and R-7 Medium Lot sub-districts 'are exempt from the requirements of this section,' and only R-5 Small Lot must comply; the passage doesn't say which sub-district this building's lot would fall in."
00149,or/clackamas/wilsonville,max_units,or/clackamas/wilsonville/4.planning.txt,12971,4,read_section,1,"parcel(s) established in the approved plan, or (2) 25 units per acre.",25,,agree,no,,,"Density formula (4x approved-plan density or 25 units/acre, whichever is less) for new townhouses in existing residentia","This is under subsection E, specific to 'new townhouses'; the preceding subsection D (L12962-12967) separately lists Quadplexes as exempt from established density requirements beyond one unit per lot, so this townhouse-specific formula doesn't apply to a quadplex."
00150,or/clackamas/wilsonville,open_space_min_pct,or/clackamas/wilsonville/4.planning.txt,13166,4,read_section,1,more than 50 percent of the reduced open space area may be from the required,50,,agree,no,,,how much of an open-space reduction obtained by providing shared visitor parking may come from the required usable open ,"This limit sits inside the optional 'shared visitor parking' reduction scheme ('lot size or open space area ... may be reduced as provided below'); a developer only has to satisfy it if choosing that elective trade, so it does not bind this building on its own."
00151,or/multnomah/_unincorporated,max_coverage_pct,or/multnomah/_unincorporated/33.110.txt,1439,33.110,read_section,1,or common green is 5 percent greater than the building coverage of the base zone.,5,"40,50",agree,no,,,a building-coverage bonus (5 percent over the base zone) for lots whose front lot line is on a shared court or common gr,"The same subsection (C.1) limits housing types on such lots to 'a house, house with one ADU, attached house, attached house with one ADU, or duplex' -- a fourplex is not one of the allowed types, so this coverage bonus for shared-court/common-green lots does not reach this building."
00152,or/multnomah/_unincorporated,max_coverage_pct,or/multnomah/_unincorporated/33.110.txt,1641,33.110,read_section,1,b. Exception. The maximum building coverage allowed per lot is 60 percent. In this,60,"40,50",agree,no,,,an alternate building-coverage-for-height trade (60% coverage / 25 ft height) offered under a specific standards track,"The numbered list this line sits in (items 3-6, starting at L1625) is introduced as applying to 'affordable fourplexes and multi-dwelling structures' requiring a Portland Housing Bureau letter; nothing describes this building as income-restricted affordable housing, so this alternate track does not apply to it."
00153,or/multnomah/_unincorporated,open_space_min_pct,or/multnomah/_unincorporated/33.110.txt,1769,33.110,read_section,1,"outdoor area by up to 25 percent may be requested prior to January 2, 2032.",25,,agree,no,,,how much of a cottage cluster's required common outdoor area may be reduced by adjustment (up to 25 percent),"The whole numbered list under Table 110-8 (items 4-13) is Cottage Cluster standards; the building described is explicitly not a cottage cluster, and this line is also an optional adjustment request, not a base requirement."
00154,or/multnomah/_unincorporated,max_units,or/multnomah/_unincorporated/33.110.txt,1833,33.110,read_section,1,feet wide for sites with 3 or 4 dwelling units and 4 feet wide for sites with 5 or,4,,agree,no,,,"minimum width of the pedestrian connection system on a cottage cluster site (3 feet for 3-4 units, 4 feet for 5+)","This is item 12 of the same Cottage Cluster standards list (Table 110-8 context, item numbering continuous with 00153); the building described is not a cottage cluster."
00155,or/multnomah/_unincorporated,max_height_ft,or/multnomah/_unincorporated/33.140.txt,597,33.140,read_section,1,Maximum Height 45 ft. no limit 65 ft no limit no limit no limit,"45,65","25,30,35",agree,no,,,"maximum building height for the EG1, EG2, EX, IG1, IG2, and IH Employment and Industrial zone districts","Table 140-2's heading is 'Employment and Industrial Zones'; the building described is residential-only with no commercial floor area, so it would not be sited in these districts."
00156,or/multnomah/_unincorporated,max_height_ft,or/multnomah/_unincorporated/33.140.txt,629,33.140,read_section,1,"EG2, IG2, IH Any height 15 ft. / 10 ft. @ L3 15 ft. / 10 ft. @ L3","15,10","25,30,35",agree,no,,,"minimum building setback / landscape buffer for structures in the EG2, IG2, and IH zones where they abut an R-zoned lot","This table governs setbacks for buildings within the Employment/Industrial zones toward neighboring residential lots -- it is not a standard for the residential building itself, which is what this fourplex is."
00157,or/multnomah/fairview,setback_garage_entrance_ft,or/multnomah/fairview/19.115.txt,63,19.115.040,read_section,1,1. Four out of five attached garages with front access on any block frontage in the VSF zone shall be set back a minimum of 20 feet from the front facade. Such garages may have a single garage door fo,20,,agree,no,,,a block-frontage ratio requiring 4 out of every 5 attached garages in the VSF zone to be set back 20 feet from the front,"The rule is phrased as a proportion across garages on 'any block frontage' -- a subdivision-wide pattern standard measured over a row of individually-platted lots, not something one single-lot fourplex can satisfy by itself; the surrounding text ('the main dwelling unit,' per-lot side yards) also reads as single-family lot design."
00158,or/multnomah/fairview,max_coverage_pct,or/multnomah/fairview/19.120.txt,61,19.120.040,read_section,1,C. Lot Coverage. The total of all structures shall cover no more than 70 percent of any lot.,70,"50,60,65,75",agree,no,,,maximum lot coverage (70 percent) in the VTH zone,"VTH's own density/lot-dimension standards on this page describe small individual lots (2,000-4,000 sq ft, 20 ft width) consistent with separately-platted Townhouse lots -- matching how a later Gresham card in this batch keeps 'Townhouse Design Standards' as its own section, separate from quadplex standards. Nothing on this page names duplex/triplex/quadplex as a use in VTH, so it reads as the Town"
00159,or/multnomah/gresham,max_units,or/multnomah/gresham/4.0100.residential.txt,248,4.0130,read_section,1,Manufactured NA NA NA 7 units per acre 3.78 units per 12.1 units per NA,"7,3.78,12.1",,agree,no,,,minimum net density (units per acre) specifically for Manufactured Dwelling Parks under Table 4.0130,The marked row is explicitly the 'Manufactured Dwelling Parks' line; the building described is not a manufactured-home park.
00160,or/multnomah/gresham,max_units,or/multnomah/gresham/4.0400.corridor.txt,488,4,read_section,1,for townhouses and 24 units per acre for all other middle housing uses.,24,,missed,yes,24,maximum net density for middle housing uses other than townhouse,"maximum residential density, in units per acre, for middle housing development other than townhouses within the NE Glisa","The note reads '...minimum net density for middle housing shall be 12 units per acre and maximum density shall be 25 units per acre for townhouses and 24 units per acre for all other middle housing uses.' A quadplex is middle housing but is not a townhouse, so the 24-units-per-acre maximum, not the 25 for townhouses, is the figure that binds it."
00161,or/multnomah/gresham,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,528,4.1100,read_section,1,1. The maximum height and ﬂoor area ratio ( FA R) for the portion of development sites within 110 feet of the center line of N Main Avenue,110,"35,40,45,50,85",agree,no,,,"a required 10-foot building step-back above 35 feet within 110 feet of N Main Avenue's centerline, plus a pointer to a s","The step-back 'is required on all stories above 35 feet'; this building is about 26 feet / two storeys, so it has no story above 35 feet and the step-back could never be triggered regardless of where on the corridor it sits."
00162,or/multnomah/gresham,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,532,4.1100,read_section,1,2. Building heights in all Downtown sub- districts except DRL-1 and DRL-2 shall be allowed to exceed the maximum up to 8 feet to allow for,8,"35,40,45,50,85",agree,no,,,a height bonus letting downtown buildings (outside DRL-1/DRL-2) exceed the district maximum height by up to 8 feet for n,"The line only 'allows' exceeding the maximum for specific elements -- it is an optional bonus a developer may take, not something that has to be satisfied."
00163,or/multnomah/gresham,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,724,4.1100,read_section,1,b. Ground-mounted. Ground-mounted solar energy systems shall not exceed 6 feet in height.,6,"35,40,45,50,85",agree,no,,,maximum height (6 feet) for ground-mounted solar energy systems in the DRL-1 and DRL-2 downtown sub-districts,"This is an accessory solar-equipment standard, not a standard for the dwelling structure itself."
00164,or/multnomah/gresham,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,729,4.1100,read_section,1,shall not exceed 10 feet above the roof height on which the system is installed.,10,"35,40,45,50,85",agree,no,,,maximum height (10 feet above roof) for frame-mounted solar panels on flat/mansard roofs in the DCC/DMU/DTM/DEM/DCL down,"Accessory solar-equipment standard, not a standard governing the building itself."
00165,or/multnomah/gresham,max_height_ft,or/multnomah/gresham/4.1100.downtown.txt,732,4.1100,read_section,1,b. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.,20,"35,40,45,50,85",agree,no,,,maximum height (20 feet) for ground-mounted solar energy systems in the DCC/DMU/DTM/DEM/DCL downtown sub-districts,"Accessory solar-equipment standard, not a standard governing the building itself."
00166,or/multnomah/gresham,max_units,or/multnomah/gresham/4.1400.pleasant-valley.txt,276,4.1415,read_section,1,All Other Uses 8 units per acre 25 units per acre 40 units per acre,"8,25,40",,agree,no,,,maximum net density for the catch-all 'All Other Uses' category in the Pleasant Valley LDR-PV/MDR-PV/HDR-PV sub-district,"The row directly above the marked one is 'Duplex, Triplex, Quadplex,' with its own density figures (None/None/40 units per acre); a fourplex falls under that specific row, not the 'All Other Uses' row that is marked here."
00167,or/multnomah/gresham,max_height_ft,or/multnomah/gresham/4.1500.springwater.txt,674,4,read_section,1,built to a height of 20 feet or contain a parapet wall of at least 20 feet in height.,20,"35,40,45,50,85",agree,no,,,"a height/parapet requirement (20 feet) that large retail stores are otherwise exempted from, in the Springwater district","This note is specifically about 'Retail stores of greater than 20,000 square feet' -- a commercial use; the building described has no commercial floor area."
00168,or/multnomah/gresham,setback_garage_entrance_ft,or/multnomah/gresham/7.0400.middle-housing-design.txt,259,7.0420,read_section,1,width shall extend at least 3 feet beyond the edge of the garage door (see Figure 7.0420(C) ).,3,"20,25",missed,yes,3,"minimum walkway width extension beyond the garage door, where a private internal walkway is combined with an individual ","how far a combined pedestrian walkway/driveway must extend past the edge of the garage door, under the pedestrian-connec","The heading names 'SINGLE DETACHED DWELLINGS, DUPLEXES,' continuing the same duplex/triplex/quadplex grouping used elsewhere in this code, so Section 7.0420 covers this fourplex. The line reads 'the internal walkway width shall extend at least 3 feet beyond the edge of the garage door' where a walkway is combined with a driveway -- a layout this building's own driveway/parking would need to meet i"
00169,or/multnomah/gresham,max_height_ft,or/multnomah/gresham/7.0400.middle-housing-design.txt,283,7.0420,read_section,2,shall be a minimum of 6 feet in height at time of planting.,6,"35,40,45,50,85",agree,no,,,"minimum evergreen tree height (6 feet) at planting, counted toward the private open-space tree requirement","This is a tree-planting standard, not a dimensional requirement on the building itself."
00170,or/multnomah/gresham,max_height_ft,or/multnomah/gresham/7.0400.middle-housing-design.txt,344,7.0420,read_section,1,of a mature height and width of at least 25 feet.,25,"35,40,45,50,85",agree,no,,,minimum mature height and width (25 feet) for canopy trees selected under a sustainable-design pervious-paving option,"Tree standard, not a building dimensional requirement."
00171,or/multnomah/gresham,max_height_ft,or/multnomah/gresham/7.0400.middle-housing-design.txt,346,7.0420,read_section,1,burlapped or container stock. Evergreen canopy trees shall be a minimum of 6 feet in height at,6,"35,40,45,50,85",agree,no,,,"minimum evergreen canopy tree height (6 feet) at time of planting, under the same sustainable-design canopy-tree option","Tree standard, not a building dimensional requirement."
00172,or/multnomah/gresham,max_height_ft,or/multnomah/gresham/7.0400.middle-housing-design.txt,373,7.0420,read_section,1,"1. Facades greater than one story in height, facing a side setback, and less than 5 feet from a minimum",5,"35,40,45,50,85",missed,yes,5,minimum distance from a side setback line that triggers mandatory facade articulation on facades taller than one story,"when a side-facing facade over one story tall must use one of the listed articulation strategies (wall offsets, wall-pla","The line reads 'Facades greater than one story in height, facing a side setback, and less than 5 feet from a minimum required side setback line shall utilize a minimum of one of the following articulation strategies' -- this two-storey building would trigger the requirement for any side facade sited that close to the setback line."
00173,or/multnomah/gresham,setback_garage_entrance_ft,or/multnomah/gresham/7.0400.middle-housing-design.txt,517,7.0431,read_section,1,3 feet beyond the edge of the garage door (see Figure 7.0420(C) ).,3,"20,25",agree,no,,,"minimum walkway width extension beyond the garage door, under the Townhouse-specific pedestrian-connections standard","This section's own heading is '7.0431 RESIDENTIAL DISTRICT TOWNHOUSE DESIGN STANDARDS' -- Townhouse is a distinct middle-housing type from Quadplex, which is instead governed by 7.0420 (see the near-identical rule marked on card 00168, which is the quadplex version of this same walkway standard)."
00174,or/multnomah/portland,max_coverage_pct,or/multnomah/portland/33.110.txt,1439,33.110,read_section,1,or common green is 5 percent greater than the building coverage of the base zone.,5,"50,60,70,75,85,100",agree,no,,,a building-coverage bonus (5 percent over the base zone) for lots whose front lot line is on a shared court or common gr,"As with the identical Multnomah County provision, the same subsection limits housing types on such lots to 'a house, house with one ADU, attached house, attached house with one ADU, or duplex' -- a fourplex is not among the allowed types, so this coverage bonus does not reach this building."
00175,or/multnomah/portland,open_space_min_pct,or/multnomah/portland/33.110.txt,1769,33.110,read_section,1,"outdoor area by up to 25 percent may be requested prior to January 2, 2032.",25,,agree,no,,,"cottage cluster common outdoor area requirement, and an adjustment allowing up to a 25 percent reduction of that require","This is inside 33.110.265's cottage-cluster-specific list (""the cottage cluster site"", ""Cottage clusters are exempt from...""). A cottage cluster is a different housing type than the four-unit attached townhome the building spec explicitly excludes, and the line itself is only an optional adjustment (""Adjustments...may be requested""), not a number that has to be met."
00176,or/multnomah/portland,max_units,or/multnomah/portland/33.110.txt,1833,33.110,read_section,1,feet wide for sites with 3 or 4 dwelling units and 4 feet wide for sites with 5 or,4,,agree,no,,,minimum width of the on-site pedestrian connection system for a cottage cluster development,"This numbered item (12, ""Pedestrian connections"") sits in the same cottage-cluster-specific list as items 4-11 above it (""the cottage cluster site"", ""Cottage clusters are exempt from...""). A cottage cluster is a different housing type than this four-unit attached townhome."
00177,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.120.txt,944,33.120,read_section,1,extend 6 feet above the height limit provided that the wall or fence is set back at least,6,"30,35,45,65,75,100,150",agree,no,,,height exception allowing walls or fences between individual rooftop decks to extend above the maximum building height,"Listed under ""C. Exceptions to the maximum height"": ""Walls or fences...may extend 6 feet above the height limit provided...set back."" It only allows something extra beyond the limit; it does not have to be satisfied."
00178,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.120.txt,949,33.120,read_section,1,a. Elevator mechanical equipment may extend up to 16 feet above the height,16,"30,35,45,65,75,100,150",agree,no,,,height exception allowing elevator mechanical equipment to extend above the maximum building height,"Also under ""C. Exceptions to the maximum height,"" item 4.a: ""Elevator mechanical equipment may extend up to 16 feet above the height limit."" This is a permitted exception, not a required maximum."
00179,or/multnomah/portland,max_height_ft,or/multnomah/portland/33.120.txt,1204,33.120,read_section,1,d. Water collection cisterns that are 6 feet or less in height;,6,"30,35,45,65,75,100,150",agree,no,,,"minor accessory features (here, water collection cisterns) allowed to project into a required building setback","""Water collection cisterns that are 6 feet or less in height"" is one of a list of ""minor features"" that ""may extend into entire required building setbacks"" — an optional allowance for an accessory feature, not a requirement on the building."
00180,or/multnomah/portland,setback_front_ft,or/multnomah/portland/33.120.txt,2439,33.120,read_section,1,"(3) Fences up to 8 feet high are allowed in the required front building setback,",8,"0,2,5,10,15,20",agree,no,,,"maximum height of a fence within a front building setback on a corner lot, under an elective alternative standard","The marked line (""Fences up to 8 feet high are allowed in the required front building setback"") is from 33.120.285 Fences, an accessory structure explicitly excluded from what binds this building."
